Include,Publication.Type,Authors,Book.Authors,Group.Authors,Book.Group.Authors,Researcher.Ids,ORCIDs,Book.Editors,Author...Arabic,Grant.Principal.Investigator,Grant.Co.Principal.Investigator,Article.Title,Article.Title...SciELO,Article.Title...SciELO.1,Article.Title...Chinese,Article.Title...Russian,Patent.Number,Patent.Assignee,Source.Title...Arabic,Source.Title,Source.Title...Korean,Book.Series.Title,Book.Series.Subtitle,Volume,Issue,Special.Issue,Meeting.Abstract,Start.Page,End.Page,Article.Number,Version,Version.History,DOI,Book.DOI,License.Name,License.URI,License.Description,Early.Access.Date,Supplement,Document.Type,Publication.Date,Publication.Year,Abstract,Abstract...Foreign,Abstract...English.Transliteration,Abstract...Foreign.1,Abstract...Korean,Conference.Title,Conference.Date,Conference.Sponsor,Conference.Location,Times.Cited..WoS.Core,Times.Cited..CSCD,Times.Cited..RSCI,Times.Cited..ARCI,Times.Cited..BCI,Times.Cited..SCIELO,Times.Cited..All.Databases,X180.Day.Usage.Count,Since.2013.Usage.Count,ISSN,eISSN,ISBN,Grant.Number,No.of.References,Cited.References,Language,Advisor,Committee.Member,Copyright,Degree.Name,Institution.Address,Institution,Dissertation.and.Thesis.Subjects,Author.Keywords,Indexed.Date,UT..Unique.ID.,Pubmed.Id
1,J,"Bebko, Adam O.; Russon, Anne E.",,NA,NA,,,,NA,NA,NA,Social Learning Opportunities in Captive Orangutans (Pongo abelii) and Mandrills (Mandrillus sphinx).,NA,NA,NA,,NA,NA,NA,International Journal of Primatology,NA,NA,NA,36,5,NA,NA,1014,1035,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Oct-15,2015,"Social learning is important in the acquisition of many primate behaviors, including food acquisition, object use, and sociality. Social learning opportunities are social situations in which social learning could occur and provide a means of studying influences on social learning in observational research. Species-specific characteristics and individual relationships may influence the importance of social learning opportunities for some behaviors over others. We observed eight captive orangutans (Pongo abelii) and five mandrills (Mandrillus sphinx) for >60 h each at the Toronto Zoo to assess intra- and interspecies differences in social learning opportunities. We measured social learning opportunity quality using spatial proximity because this has been associated with high-quality social learning. Both species had similar captive diets and group structure; therefore observed differences were likely due to species and individual differences, rather than captive environment. We found species differences in the frequency of social learning opportunities, their quality, and the associated type of behavior (food vs. social behavior). Orangutans had more high-quality social learning opportunities relating to food behavior than mandrills, and mandrills had more high-quality social learning opportunities relating to social behavior than orangutans. Both species had more high-quality social learning opportunities in mother-infant vs. other dyads. Our results suggest that learning about food behavior may be more important for orangutans and learning about social behavior may be more important for mandrills. Overall, our results suggest that social learning may be constrained/fostered by differences in frequency and quality of social learning opportunities between species and individuals.",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,NA,NA,0164-0291,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"York Univ, Dept Psychol, Toronto, ON, M3J 1P3, Canada",NA,NA,NA,28/01/2016,ZOOREC:ZOOR15202012871,NA
1,J,"Melis, Alicia P.; Rossano, F.",,NA,NA,,"Rossano, Federico/0000-0002-6544-7685",,NA,NA,NA,When and how do non-human great apes communicate to support cooperation?,NA,NA,NA,,NA,NA,NA,Royal Society Philosophical Transactions Biological Sciences,NA,NA,NA,377,1859,NA,NA,20210109,20210109,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Sep 12 2022,2022,"Several scholars have long suggested that human language and remarkable communicative abilities originate from the need and motivation to cooperate and coordinate actions with others. Yet, little work has focused on when and how great apes communicate during joint action tasks, partly because of the widely held assumption that animal communication is mostly manipulative, but also because non-human great apes' default motivation seems to be competitive rather than cooperative. Here, we review experimental cooperative tasks and show how situational challenges and the degree of asymmetry in terms of knowledge relevant for the joint action task affect the likelihood of communication. We highlight how physical proximity and strength of social bond between the participants affect the occurrence and type of communication. Lastly, we highlight how, from a production point of view, communicators appear capable of calibrating their signalling and controlling their delivery, showing clear evidence of first-order intentionality. On the other hand, recipients appear to struggle in terms of making use of referential information received. We discuss different hypotheses accounting for this asymmetry and provide suggestions concerning how future work could help us unveil to what degree the need for cooperation has shaped our closest living relatives' communicative behaviour.This article is part of the theme issue 'Revisiting the human 'interaction engine': comparative approaches to social action coordination'.",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,2,NA,NA,0962-8436,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Coll London, Expt Psychol, London, WC1H 0AP, United Kingdom",NA,NA,NA,31/03/2023,ZOOREC:ZOOR15904022514,35876197
1,J,"Gustafsson, Erik; Saint Jalme, Michel; Bomsel, Marie-Claude; Krief, Sabrina",,NA,NA,,,,NA,NA,NA,Food Neophobia and Social Learning Opportunities in Great Apes.,NA,NA,NA,,NA,NA,NA,International Journal of Primatology,NA,NA,NA,35,5,NA,NA,1037,1071,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Oct-14,2014,"Finding food resources and maintaining a balanced diet are major concerns for all animals. A compromise between neophobia and neophilia is hypothesised to enable animals to enlarge their diet while limiting the risk of poisoning. However, little is known about how Primates respond to novel food items and whether their use is socially transmitted. By comparing how four different species of great apes respond to novel food items, we investigated how differences in physiology (digestive tract size and microbial content), habitats (predictability of food availability), and social systems (group size and composition) affect their response toward novelty. We presented two familiar foods, one novel fruit, four novel aromatic plants from herbal medicine, and kaolin to captive chimpanzees (Pan troglodytes), western gorillas (Gorilla gorilla), Bornean orangutans (Pongo pygmaeus) and Sumatran orangutans (Pongo abelii). We recorded smelling, approach-taste delays, ingestion, interindividual observations, and food transfers with continuous sampling. We found that behaviors differed between the apes: chimpanzees were the most cautious species and observed their conspecifics handling the items more frequently than the other apes. Close observations and food transfers were extremely rare in gorillas in comparison to orangutans and chimpanzees. We suggest that a low neophobia level reflects an adaptive response to digestive physiological features in gorillas and to unpredictable food availability in orangutans. Social interactions appeared to be predominant in chimpanzees and in both orangutan species to overcome food neophobia. They reflect higher social tolerance and more opportunities for social learning and cultural transmission in a feeding context.",NA,NA,NA,NA,NA,NA,NA,NA,19,0,0,0,15,0,22,NA,NA,0164-0291,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Menagerie Jardin Plantes, Dept Jardins Bot & Zool, Paris, France",NA,NA,NA,05/03/2015,ZOOREC:ZOOR15103015670,NA
1,J,"Sugiyama, Yukimaru",,NA,NA,,,,NA,NA,NA,Drinking tools of wild chimpanzees at Bossou.,NA,NA,NA,,NA,NA,NA,American Journal of Primatology,NA,NA,NA,37,3,NA,NA,263,269,NA,NA,NA,10.1002/ajp.1350370308,NA,NA,NA,NA,NA,,Article,1995,1995,"Use of drinking tools by wild chimpanzees (Pan troglodytes) and the context in which the tools were used were studied at Bossou, Republic of Guinea, West Africa. During the middle to late dry season and early wet season liquids are available occasionally in the holes of trees. Chimpanzees drank water or sap using a leaf (or fiber) as a sponge or spoon. When the chimpanzees were on the ground, they tended to use one of a few kinds of soft, hairless leaves, if they were available nearby. Females, particularly juveniles and adolescents, were thought to be the main users of the drinking tool. In a few episodes, a tool set was used to procure liquid. Once a chimpanzee used a stick to push a leaf sponge into a water hole and to pull it out from the hole. In addition, three chimpanzees used a pestle to squeeze sap from an oil-palm tree before using a fiber sponge.",NA,NA,NA,NA,NA,NA,NA,NA,26,0,0,0,14,0,30,NA,NA,0275-2565,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,01/01/1995,ZOOREC:ZOOR13200047635,31936951
1,J,"Mendes, Natacha; Rakoczy, Hannes; Call, Josep",,NA,NA,,"rakoczy, hannes/0000-0003-3296-0551; Call Balaguer, Josep/0000-0002-8597-8336",,NA,NA,NA,Primates do not spontaneously use shape properties for object individuation: a competence or a performance problem?,NA,NA,NA,,NA,NA,NA,Animal Cognition,NA,NA,NA,14,3,NA,NA,407,414,NA,NA,NA,10.1007/s10071-010-0375-0,NA,NA,NA,NA,NA,,Article,May-11,2011,"Several recent studies have documented that non-human Primates can individuate objects according to property and/or kind information in much the same way as human infants do from around one year of age when they begin to acquire language. Some studies suggest, however, that only some properties are used for the individuation of food items: color, but not shape. The present study investigated whether these findings reveal a true competence problem with shape properties in the food domain or whether they merely reveal a performance problem (e.g., lack of attention to shapes). We tested 25 great apes (chimpanzees, bonobos and gorillas) in two food individuation tasks. We manipulated subjects' experience with differences in color and shape properties of food items. Results indicated (i) that all subjects, regardless of their prior experience, solved the color-based object individuation task and (ii) that only the group with previous experience with different shape properties succeeded in the shape-based individuation task. Great apes can thus be primed to take shape into account for individuating food objects, and this results clearly speaks in favor of a performance (rather than a competence) problem in using shape for object individuation of food items.",NA,NA,NA,NA,NA,NA,NA,NA,17,0,0,0,4,0,18,NA,NA,1435-9448; 1435-9456,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Otto Von Guericke Univ, Inst Cognit Neurol & Dementia Res, Leipziger Str 44, Magdeburg, Germany",NA,NA,NA,21/06/2011,ZOOREC:ZOOR14707050320,21221692
1,J,"Aversi-Ferreira, Tales Alexandre",,NA,NA,"Aversi Ferreira, Tales/E-4734-2015","Aversi Ferreira, Tales/0000-0002-4417-7209",,NA,NA,NA,Comparative anatomical description of forearm and hand arteries of Cebus libidinosus.,NA,NA,NA,,NA,NA,NA,International Journal of Morphology,NA,NA,NA,27,1,NA,NA,219,226,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,2009,2009,"Recent data justify the insertion of Cebus on behavioral and evolutionary studies in relation to the human specie, reason why researches on behavior, memory, use of tools and encephalic index demonstrate that Cebus and chimpanzees are similar. Comparative anatomical studies between Cebus and chimpanzees based on anatomical data corroborate these data on evolutionary convergence associated to muscles, nerves and vessels of the thoracic members; however, the anatomy of the forearm and hand vessels has not yet been investigated in last years. The forearm and hand arteries of Cebus are identical to other here studied primates; however, the palmaris arch, which is only one in Cebus and baboons, and princeps pollicis artery, which originated from the palmaris arch, are the main differences found for the arterial model of Cebus and for other primates. The vascularization model is identical to others primates and humans, but the hand vessels are different and more similar to baboons.",NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,7,4,10,NA,NA,0717-9367,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Universidade Federal de Goias, Campus Catalao, Departamento de Enfermagem, Goias, Brazil",NA,NA,NA,01/01/2009,ZOOREC:ZOOR14602014227,NA
1,J,"Watson, Stuart K.; Botting, Jennifer; Whiten, Andrew; van de Waal, Erica",,NA,NA,"Watson, Stuart/K-6887-2018","Watson, Stuart/0000-0003-1150-6288; van de Waal, Erica/0000-0001-7778-418X",,NA,NA,NA,Culture and Selective Social Learning in Wild and Captive Primates.,NA,NA,NA,,NA,NA,NA,Interdisciplinary Evolution Research,NA,NA,NA,5,,NA,NA,211,230,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,2018,2018,"Once thought to be a unique human trait, the presence of culture in non-human Primates has been confirmed and studied by researchers for several decades. What has been discovered is evidence for between-group traditions in a wide range of primate taxa, including all of the great apes, macaques, capuchins and spider monkeys, as well as many non-primate species. The capacity to learn from others is a powerful means by which animals can acquire adaptive ways of interacting with their environment and each other without engaging in time-consuming and potentially risky trial-and-error learning. However, much remains to be understood about the exact mechanisms and processes that underpin social learning and how these lead to the cultures identified in wild populations of Primates, including humans. In the current chapter, we review what is known about non-human primate culture with a particular emphasis on the emerging field of social learning biases. Theoreticians and field researchers alike have suggested that animals may exhibit biases in whom they obtain information from, either as by-products of social dynamics or as adaptive strategies that allow animals to selectively acquire the most useful information. Here, we review the theoretical arguments and current empirical evidence for proposed biases in social learning, including majority-based biases and model-based biases. We draw from field observations and experiments in both captive and wild populations to examine how information may be transferred between individuals and how this may affect the emergence of cultural behaviours across primate species.",NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,4,0,9,NA,NA,2199-3068,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Mawana Game Reserve, Inkawu Vervet Project, Swart Mfolozi, KwaZulu Natal, South Africa",NA,NA,NA,01/01/2018,ZOOREC:ZOOR15704021570,NA
1,J,"Jalles-Filho, Euphly; Teixeira da Cunha, Rogerio Grassetto; Salm, Rodolfo Aureliano",,NA,NA,"da Cunha, Rogerio Grassetto Teixeira/AAS-6530-2020","da Cunha, Rogerio Grassetto Teixeira/0000-0002-2368-3540",,NA,NA,NA,Transport of tools and mental representation: is capuchin monkey tool behaviour a useful model of Plio-Pleistocene hominid technology?,NA,NA,NA,,NA,NA,NA,Journal of Human Evolution,NA,NA,NA,40,5,NA,NA,365,377,NA,NA,NA,10.1006/jhev.2000.0461,NA,NA,NA,NA,NA,,Article,May-01,2001,"Capuchin monkeys display greatly developed tool-using capacities, performing successfully a variety of tool-tasks. Impressed by their achievements in this respect, some investigators have suggested that capuchin tool-using behaviour could be used as a model of the tool behaviour of the first hominids. The transport of tools, a task requiring complex cognitive capabilities, is an essential ingredient in the technological behaviour of the first hominids. In this way, to qualify as another source for modelling hominid behavioural evolution, capuchins had to exhibit proficiency in the transport of tools. We investigated this problem through experiments designed to elicit the transport of objects. The results showed that the monkeys were able to transport food to be processed with the use of tools, but failed when the tools themselves had to be transported. Our hypothesis is that a limited capacity for abstract representation, together with the lack of a regulatory system ensuring that the food would not be lost and consumed by another individual during the search for and transport of the tools, were responsible for such a failure. We conclude that the tool-using behaviour of capuchins presents no functional analogy with the tool behaviour of the Plio-Pleistocene hominids, and that capuchin monkeys are a very inadequate source for modelling Plio-Pleistocene hominid's technological behaviour.",NA,NA,NA,NA,NA,NA,NA,NA,19,0,0,0,13,1,21,NA,NA,0047-2484,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Departamento de Fisiologia, Instituto de Biociencias, Universidade de Sao Paulo, R. do Matao-Travessa 14-no 321, Cidade Universitavia, CEP 05508-900, Sao Paulo, SP, Brazil",NA,NA,NA,01/05/2001,ZOOREC:ZOOR13700040032,11322799
1,J,"Yamakoshi, Gen",,NA,NA,,,,NA,NA,NA,"Dietary responses to fruit scarcity of wild chimpanzees at Bossou, Guinea: possible implications for ecological importance of tool use.",NA,NA,NA,,NA,NA,NA,American Journal of Physical Anthropology,NA,NA,NA,106,3,NA,NA,283,295,NA,NA,NA,10.1002/(SICI)1096-8644(199807)106:3<283::AID-AJPA2>3.0.CO;2-O,NA,NA,NA,NA,NA,,Article,Jul-98,1998,"A 13-month ecological study was conducted at Bossou, Guinea, West Africa, to elucidate how a community of wild chimpanzees (Pan troglodytes verus) deals with the scarcity of main foods. During the study period, fruit availability fluctuated radically. The chimpanzees were confirmed to depend heavily on three keystone resources which were available when their main foods (fruit pulp) were scarce. These were fruits of Musanga cecropioides, oil-palm (Elaeis guineensis) nuts, and oil-palm pith. These are abundant in the chimpanzees' home range and their nutritional contents compensate for a decrease in nutritional intake from fruit pulp. The presence of these excellent backup foods may explain the high reproductive performance of Bossou chimpanzees. Here, chimpanzees consumed two of the three keystone foods using two types of tool behavior: nut-cracking for oil-palm nuts and pestle-pounding for oil-palm pith. These tool-using behaviors accounted for 31.9% of the total feeding time spent in June (the month in which the highest frequency occurred) and 10.4% in total for the year. It is suggested that the Bossou chimpanzees depend strongly on tools for their subsistence. This implies a possible function for tool technology in the evolution of our human ancestors.",NA,NA,NA,NA,NA,NA,NA,NA,174,0,0,0,126,0,199,NA,NA,0002-9483,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Laboratory of Human Evolution Studies, Department of Zoology, Faculty of Science, Kyoto University, Kitashirakawa-Oiwakecho, Sakyo-Ku, Kyoto 606-8502, Japan",NA,NA,NA,01/07/1998,ZOOREC:ZOOR13500025884,9696145
1,J,"van de Waal, Erica; Bshary, Redouan",,NA,NA,,"Bshary, Redouan/0000-0001-7198-8472; van de Waal, Erica/0000-0001-7778-418X",,NA,NA,NA,Contact with Human Facilities Appears to Enhance Technical Skills in Wild Vervet Monkeys (Chlorocebus aethiops).,NA,NA,NA,,NA,NA,NA,Folia Primatologica,NA,NA,NA,81,5,NA,NA,282,291,NA,NA,NA,10.1159/000322628,NA,NA,NA,NA,NA,,Article,2010,2010,"Technical abilities of Primates are typically tested in the laboratory. It has been argued that close contact between animals and humans may lead to an increase in skills due to an 'enculturation' of subjects. Here, we provide evidence that exposure to human facilities may improve wild vervet monkeys' technical skills in a social learning task using the 'artificial fruit' approach. Two of our 6 study groups had access to human facilities within their territories. Only members of these 2 groups were likely to open successfully 'artificial fruit' during their first attempt. Success appeared to be independent of individual sex or the type of task. Our results highlight the possibility that human enculturation may allow captive monkeys to acquire more technical skills than their wild counterparts, and we suggest that this possibility should be tested in further field experiments. Copyright [copyright]2011 S. Karger AG, Basel",NA,NA,NA,NA,NA,NA,NA,NA,27,0,0,0,23,0,29,NA,NA,0015-5713,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Neuchatel, Inst Biol, Emile Argand 11, POB 158, CH-2000 Neuchatel, Switzerland",NA,NA,NA,01/01/2010,ZOOREC:ZOOR14705036151,21212682
0,J,"da Silva, Gessiane Pereira; de Souza Pereira, Thyago Habner; Imbeloni, Aline Amaral; de Andrade, Rafael do Santos; Dias, Ramiro das Neves, neto; Coutinho, Leandro Nassar; Gering, Ana Paula; Camara Benarros, Marina Sette; Pereira Junior, Jose Jones; Barros Monteiro, Frederico Ozanan; Takeshita, Rafaela S.C.",,NA,NA,,"PEREIRA DA SILVA, GESSIANE/0000-0002-0943-5487",,NA,NA,NA,Effect of age and sex in renal function by ultrasound and serum chemistry in two primate species (Alouatta caraya and Sapajus apella).,NA,NA,NA,,NA,NA,NA,Journal of Medical Primatology,NA,NA,NA,51,4,NA,NA,223,233,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Aug-22,2022,"Background Comparative studies of kidney morphophysiology in nonhuman Primates can help us investigate interspecies differences in growth and aging patterns. Methods We tested the effect of age and sex in renal morphophysiology in 21 Alouatta caraya and 21 Sapajus apella (age range = 0.5-26 years) by ultrasound, red blood cell (RBC) count, and kidney function tests. Results A. caraya had greater growth rate and absolute renal volume than S. apella, but the latter showed a greater relative renal volume and RBC count. There was a negative relationship between RBC and age, a positive relationship between creatinine and body mass, and an apparent negative relationship between creatinine and age only in S. apella. Conclusions Our results indicate that A. caraya has a faster aging mechanism than S. apella, and the higher relative kidney volume in S. apella is suggestive of high metabolic demands in this species.",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,NA,NA,0047-2565,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Fed Rural Amazonia UFRA, Inst Saude & Prod Anim ISPA, Ave Presidente Tancredo Neves 2501, Belem, Para, BR-66077901 BC, Brazil",NA,NA,NA,30/07/2022,ZOOREC:ZOOR15808036986,35661374
1,J,"Yamanashi, Yumi; Bando, Haruna; Matsunaga, Masayuki; Tanaka, Masayuki; Nogami, Etsuko; Hirata, Satoshi",,NA,NA,,,,NA,NA,NA,Development of bed-building behaviors in captive chimpanzees (Pan troglodytes): Implication for critical period hypothesis and captive management.,NA,NA,NA,,NA,NA,NA,Primates,NA,NA,NA,61,5,NA,NA,639,646,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Sep-20,2020,"Wild great apes build beds for sleeping by combining tree branches or other vegetation, but the development of this behavior is poorly understood. We investigated the development of bed-building behaviors by conducting complementary cross-sectional and longitudinal studies of captive chimpanzees. In the cross-sectional study, we created an ethogram of behaviors related to bed-building by observing 59 chimpanzees living at the Kumamoto Sanctuary, Kyoto University, and the Kyoto City Zoo. In the longitudinal study, we installed bed-building platforms, provided branches on the platforms on a regular basis, and recorded behaviors of five chimpanzees (including an infant born in 2013) over a 3-year period from February 2015 to February 2018 at the Kyoto City Zoo (total 490.7 h). We found that all the chimpanzees performed some form of bed-building behavior but wild-born chimpanzees possessed more sophisticated techniques than captive-born chimpanzees. We also found that although the offspring of a wild-born female only showed simple techniques at the beginning of the longitudinal study, his repertoire of bed-building behaviors became as complex as that of his mother by the age of five. Our results suggest that improved bed-building behaviors can be supported in captive-born great apes by providing learning opportunities during appropriate stages of development.",NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,2,0,6,NA,NA,0032-8332,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Kyoto City Zoo, Ctr Res & Educ Wildlife, Okazaki Hosshoujicho, Kyoto, 6068333, Japan",NA,NA,NA,02/11/2020,ZOOREC:ZOOR15611079322,32596775
1,J,"Hammerton, Rebecca; Hunt, Kerry A.; Riley, Lisa M.",,NA,NA,,,,NA,NA,NA,An investigation into keeper opinions of great ape diets and abnormal behaviour.,NA,NA,NA,,NA,NA,NA,Journal of Zoo and Aquarium Research,NA,NA,NA,7,4,NA,NA,170,178,NA,NA,NA,,NA,NA,NA,NA,NA,,Article; Meeting paper,2019,2019,"Zoos are evidencing a shift in great ape diets to cultivated fruit-free to achieve a more wild-type nutritional composition (lower sugar, higher fibre). This study aimed to ascertain great ape keeper knowledge and opinions on the removal of cultivated fruit from great ape diets, to investigate feeding regimes currently in use and to understand the prevalence and frequency of abnormal behaviour and health conditions within captive great apes that may be related to diet. Keepers from 11 collections in the British Isles participated by completing a standardised questionnaire; this provided information on 20 great ape groups. Keepers report, two thirds of great ape groups were fed cultivated fruit, but zoos intended that half of these go cultivated fruit-free in future. All groups were fed multiple times a day using multiple feeding strategies. Significantly more groups were fed using eight feeding strategies, very few groups were fed using less than seven feeding strategies (P=0.001). Most keepers (whether their apes were fed a cultivated fruit-free diet or were fed cultivated fruit) believed their apes' diets were not comparable to the wild. However, all keepers, irrespective of diet type, agreed or agreed strongly that their great apes were in good health and were motivated by their diet. Fifteen abnormal behaviours were noted by keepers across all groups; regurgitation and reingestion, regurgitation, and coprophagy were reported significantly more than other abnormal behaviours (P=0.045) but no significant differences (in prevalence or frequency) were reported for these behaviours between cultivated fruit-free and cultivated fruit-eating groups. Keeper-reported prevalence of spinning (P=0.001) and self-patting (P=0.001) were significantly higher in groups fed a cultivated fruit-free diet compared to those fed cultivated fruit; however, prevalence of hyper-aggression was significantly higher in groups fed cultivated fruit (P=0.001). Keepers reported abnormal behaviours were significantly more prevalent in gorillas given the average performance across all three species (P<0.001) while chimpanzees showed a tendency to perform abnormal behaviours more frequently. Further research into keeper opinions on primate diets, nutritional analysis between diets (cultivated fruit-free versus cultivated fruit-containing), and experimental data pre- and post-removal of cultivated fruit from primate diets is required.",NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,2,0,3,NA,NA,2214-7594; 2214-7594,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Winchester, Fac Humanities & Social Sci, Winchester, Hants, SO22 4NR, United Kingdom",NA,NA,NA,05/02/2020,ZOOREC:ZOOR15602008317,NA
1,J,"Mikeliban, Mulati; Kunz, Belinda; Rahmaeti, Tri; Uomini, Natalie; Schuppli, Caroline",,NA,NA,,,,NA,NA,NA,Orangutan mothers adjust their behaviour during food solicitations in a way that likely facilitates feeding skill acquisition in their offspring.,NA,NA,NA,,NA,NA,NA,Scientific Reports,NA,NA,NA,11,1,NA,NA,23679,23679,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Dec 8 2021,2021,"Immature orangutans acquire their feeding skills over several years, via social and independent learning. So far, it has remained uninvestigated to what extent orangutan mothers are actively involved in this learning process. From a fitness point of view, it may be adaptive for mothers to facilitate their offspring's skill acquisition to make them reach nutritional independence faster. Food solicitations are potential means to social learning which, because of their interactive nature, allow to investigate the degree of active involvement of the mother. To investigate the role of food solicitation and the role of the mother in immatures' foraging skill acquisition, we analysed 1390 food solicitation events between 21 immature Sumatran orangutans (Pongo abelii) and their mothers, collected over 13 years at the Suaq Balimbing orangutan population. We found that solicitation rates decreased with increasing age of the immatures and increased with increasing processing complexity of the food item. Mothers were more likely to share complex items and showed the highest likelihoods of sharing around the age at which immatures are learning most of their feeding skills. Our results indicate that immature Sumatran orangutans use food solicitation to acquire feeding skills. Furthermore, mothers flexibly adjust their behaviour in a way that likely facilitates their offspring's skill acquisition. We conclude that orangutan mothers have a more active role in the skill acquisition of their offspring than previously thought.",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,NA,NA,2045-2322,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Max Planck Inst Anim Behav, Dev & Evolut Cognit Res Grp, Constance, D-78467, Germany",NA,NA,NA,28/02/2022,ZOOREC:ZOOR15803002262,34880303
0,J,"Patrocinio Espigares, M.; Palmqvist, Paul; Guerra-Merchan, Antonio; Ros-Montoya, Sergio; Manuel Garcia-Aguilar, Jose; Rodriguez-Gomez, Guillermo; Serrano, Francisco J.; Martinez-Navarro, Bienvenido",,NA,NA,"Guerra-Merchan, Antonio/L-5785-2014; Martinez-Navarro, Bienvenido/ABE-3563-2021; Espigares, M.P./L-6084-2014; Rodriguez-Gomez, Guillermo/F-4659-2016; Serrano, Francisco J./H-4568-2015; Palmqvist, Paul/B-5378-2013; Ros-Montoya, Sergio/AAD-1749-2019; Martinez-Navarro, Bienvenido/L-5950-2014","Guerra-Merchan, Antonio/0000-0002-6753-8011; Martinez-Navarro, Bienvenido/0000-0002-8374-5109; Espigares, M.P./0000-0001-5892-9080; Rodriguez-Gomez, Guillermo/0000-0003-0722-4560; Serrano, Francisco J./0000-0003-2527-617X; Palmqvist, Paul/0000-0002-6630-6956; Ros-Montoya, Sergio/0000-0001-6895-807X; Martinez-Navarro, Bienvenido/0000-0002-8374-5109",,NA,NA,NA,"The earliest cut marks of Europe: a discussion on hominin subsistence patterns in the Orce sites (Baza basin, SE Spain).",NA,NA,NA,,NA,NA,NA,Scientific Reports,NA,NA,NA,9,,NA,NA,15408,15408,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Oct 28 2019,2019,"Ancient evidence of human presence in Europe is recorded in several Early Pleistocene archaeopalaeontological sites from Spain, France and Italy. This is the case of Barranco Leon (BL) and Fuente Nueva-3 (FN-3), two localities placed near the town of Orce (depression of Baza and Guadix, SE Spain) and dated to [approximately]1.4 Ma. At these sites, huge assemblages of Oldowan tools and evidence of defleshing, butchering and marrow processing of large mammal bones have been recovered together with a deciduous tooth of Homo sp. in the case of level BL-D. In this study, we: (i) describe in detail the anthropic marks found in the bone assemblages from these sites; (ii) analyse patterns of defleshment, butchery and marrow processing, based on the modifications identified in the cortical surface of the fossils; and (iii) discuss on the subsistence strategies of the first hominins that inhabited the European subcontinent during Early Pleistocene times.",NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,19,0,36,NA,NA,2045-2322,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Malaga, Dept Ecol & Geol, Campus Teatinos, Malaga, E-29071, Spain",NA,NA,NA,01/05/2020,ZOOREC:ZOOR15605030936,31659231
