Name,Category,X2023.JIF,Group,Notes
Global Ecology and Biogeography Letters,GEOGRAPHY - SCIE,1,Ecology,Second cat is ecology
Microbial Ecology,ECOLOGY,3.3,Ecology,
Godishnik na Sofiiskiya Universitet Biologicheski Fakultet,NA,NA,NA,
Gorilla Journal,NA,NA,NA,
Gosse Bird Club Broadsheet,NA,NA,NA,
Great Basin Naturalist,"BIOLOGY, MISCELLANEOUS - SCIE",0.491,Ecology,"Second cat is ecology. From journal website: ""Great Basin Naturalist was published from 1939 to 1999 and was succeeded by the Western North American Naturalist. With a few exceptions, the journal published experimental and descriptive research pertaining to the biological natural history of western North America, focusing primarily on the Intermountain States."""
Great Lakes Entomologist,ENTOMOLOGY - SCIE,0.167,Taxon,
Great Lakes Fishery Commission Technical Report,NA,NA,NA,
Grupo de Estudos Ecologicos Serie Documentos,NA,NA,NA,
Gwent Bird Report,NA,NA,NA,
Halteres,NA,NA,NA,
Hamadryad,NA,NA,NA,
Hampshire Ornithological Society Newsletter,NA,NA,NA,
Hawaiian Shell News,NA,NA,NA,
Heliaca,NA,NA,NA,
Hercynia,NA,NA,NA,
Heredity,ECOLOGY,3.1,Ecology,
Heron,NA,NA,NA,
Herp,NA,NA,NA,
Herpetofauna (Sydney),NA,NA,NA,
Herpetologica,ZOOLOGY,1.3,Taxon,
Herpetological Bulletin,NA,NA,NA,
Herpetological Journal,ZOOLOGY,1.1,Taxon,
Herpetological Review,NA,NA,NA,
Herpetology Notes,NA,NA,NA,
Herptile,NA,NA,NA,
Hirundo,NA,NA,NA,
HISS News J,NA,NA,NA,
Historia Natural (Corrientes),NA,NA,NA,
Historical Biology,PALEONTOLOGY,1.4,Other_bio,
History and Philosophy of the Life Sciences,HISTORY & PHILOSOPHY OF SCIENCE,1.6,Other_bio,
Honeybee Science,NA,NA,NA,
Honeyguide,NA,NA,NA,
Hong Kong Bird Report,NA,NA,NA,
Hormones and Behavior,ENDOCRINOLOGY & METABOLISM,2.5,Other_bio,
Hornbill (Bombay),NA,NA,NA,
Hornero,NA,NA,NA,
Hornero Buenos Aires,NA,NA,NA,
Huitzil,NA,NA,NA,
Human Evolution,NA,NA,NA,
Human-Wildlife Conflicts,NA,NA,NA,
Natural Areas Journal,ECOLOGY,1,Applied,"From journal website: ""Natural Areas Journal publishes a variety of content related to the management and preservation of natural areas, covering topics such as applied conservation biology, restoration, and fire ecology."""
Hystrix,ZOOLOGY,1.8,Applied,"From journal website: ""Hystrix, the Italian Journal of Mammalogy is a peer reviewed, Open Access journal that accepts papers in basic and applied mammalogy on living and fossil mammals, with special reference to biology, ecology, systematics, conservation, management and ecology of diseases.
Publishing on Hystrix is completely free."". Basic and applied, so applied"
Iberomyrmex,NA,NA,NA,
Ibis,ORNITHOLOGY,1.8,Taxon,
Ibis London,ORNITHOLOGY,1.8,Taxon,
NeoBiota,ECOLOGY,3.8,Applied,"Second cat is biodiversity & conservation. From journal website: ""NeoBiota is a peer-reviewed, open-access, rapid online journal on the underlying mechanisms and associated consequences of all types of alien species and biological invasions. NeoBiota publishes papers across all disciplines interested in biological invasions, specifically on the ecology, evolution and biogeography of non-indigenous aquatic and terrestrial animals, plants, fungi and micro-organisms, on mechanisms that drive the introduction, establishment and spread of these species, on ecological, evolutionary, economic and other consequences of biological invasions, and on the management of invasions in any part of the world. NeoBiota also strongly encourages papers on ethical, social, legal and policy issues related to biological invasions."""
Ichnos,PALEONTOLOGY,0.8,Other_bio,
Iheringia Serie Zoologia,ZOOLOGY,0.5,Zoology,
Il-Merill,NA,NA,NA,
ILAR Journal,VETERINARY SCIENCES,3.1,Applied,
Illinois Natural History Survey Bulletin,NA,NA,NA,
Indian Bee Journal,NA,NA,NA,
Indian Birds,NA,NA,NA,
Indian Forester,NA,NA,NA,
Indian Journal of Arachnology,NA,NA,NA,
Indian Journal of Comparative Animal Physiology,NA,NA,NA,
Indian Journal of Ecology,NA,NA,NA,
Indian Journal of Entomology,NA,NA,NA,
Indian Journal of Fisheries,FISHERIES,0.4,Applied,
Indian Journal of Forestry,NA,NA,NA,
Indian Zoologist,NA,NA,NA,
Indiana Audubon Quarterly,NA,NA,NA,
Info-Heft NABU Hagen,NA,NA,NA,
Informationsblatt ueber Natur- Umwelt- und Vogelschutzangelegenheiten fuer Hagen und Umgebung,NA,NA,NA,
Inland Bird Banding,NA,NA,NA,
Insect Behaviour and Ants Study Group Newsletter,NA,NA,NA,
Insect Science,ENTOMOLOGY,2.9,Taxon,
Insect Science and its Application,NA,NA,NA,
Insect Social Life,NA,NA,NA,
Insect Systematics & Evolution,EVOLUTIONARY BIOLOGY,1.3,Taxon,Second cat is entomology
Insect Wld Dig,NA,NA,NA,
Insectarium,NA,NA,NA,
Insectes Sociaux,ENTOMOLOGY,1.4,Taxon,
Insectes Sociaux Paris,ENTOMOLOGY,1.4,Taxon,
Insects,ENTOMOLOGY,2.7,Taxon,
Inst anim Morph Acad Sci USSR Moscow,NA,NA,NA,
Instituto Antartico Chileno Serie Cientifica,NA,NA,NA,
Integrative and Comparative Biology,ZOOLOGY,2.2,Zoology,
Integrative Systematics,NA,NA,NA,
Integrative Zoology,ZOOLOGY,3.5,Zoology,
Interaction Studies,LINGUISTICS,0.9,Other_bio,
Interdisciplinary Evolution Research,NA,NA,NA,
International Biological Programme,NA,NA,NA,
International Congress of Entomology Proceedings,NA,NA,NA,
International Journal of Acarology,ENTOMOLOGY,0.9,Taxon,
International Journal of Biology,NA,NA,NA,
International Journal of Entomology Research,NA,NA,NA,
International Journal of Insect Morphology & Embryology,ENTOMOLOGY - SCIE,1.176,Taxon,
International Journal of Integrative Biology,NA,NA,NA,
International Journal of Morphology,ANATOMY & MORPHOLOGY,0.4,Other_bio,
International Journal of Ornithology,ORNITHOLOGY,1.4,Taxon,
International Journal of Osteoarchaeology,ANTHROPOLOGY,1.1,Anthro,
International Journal of Pest Management,ENTOMOLOGY,1.1,Applied,
International Journal of Primatology,ZOOLOGY,1.9,Taxon,
Pedobiologia,ECOLOGY,2,Applied,"Second cat is soil science. From journal website: ""Pedobiologia (Journal of Soil Ecology) publishes peer reviewed articles describing original work in the field of soil ecology, which includes the study of soil organisms and their interactions with factors in their biotic and abiotic environments. Analysis of biological structures, interactions, functions, and processes in soil is fundamental for understanding the dynamical nature of terrestrial ecosystems, a prerequisite for appropriate soil management. The scope of this journal consists of fundamental and applied aspects of soil ecology; key focal points include interactions among organisms in soil, organismal controls on soil processes, causes and consequences of soil biodiversity, and aboveground-belowground interactions."" Both appiled and basic, erring towards applied as ecology is supposed to be non applied. "
International Journal of Zoology,NA,NA,NA,
International Journal of Zoology Research,NA,NA,NA,
International Research Journal of Biological Sciences,NA,NA,NA,
International Studies on Sparrows,NA,NA,NA,
International Wildlife,NA,NA,NA,
International Zoo Yearbook,NA,NA,NA,
Investigaciones Zoologicas Chilenas,NA,NA,NA,
Investigations on Beavers,NA,NA,NA,
Iraq Natural History Museum Publication,NA,NA,NA,
Irish Birds,NA,NA,NA,
Israel - Land and Nature,NA,NA,NA,
Israel Journal of Entomology,NA,NA,NA,
Israel Journal of Zoology,ZOOLOGY - SCIE,0.609,Zoology,JCR year 2007
Italia Forestale e Montana,NA,NA,NA,
Italian Journal of Zoology (Modena),ZOOLOGY - SCIE,1.123,Zoology,
IUCN (International Union for Conservation of Nature and Natural Resources) Publications New Series,NA,NA,NA,
IWRB Special Publication,NA,NA,NA,
IZN (International Zoo News),NA,NA,NA,
IZN International Zoo News,NA,NA,NA,
Izv. Akad. Nauk azerb. SSR,NA,NA,NA,
Izvestiya Akademii Nauk Kazakhskoi SSR Seriya Biologicheskaya,NA,NA,NA,
Izvestiya Akademii Nauk Turkmenskoi SSR,NA,NA,NA,
Izvestiya Akademii Nauk Turkmenskoi SSR (Biol Ser 2),NA,NA,NA,
Izvestiya Kharkovskogo Entomologicheskogo Obshchestva,NA,NA,NA,
J Kansas Ent Soc,ENTOMOLOGY,0.2,Taxon,
J Orn Berlin,NA,NA,NA,
"J. Orn., Berl.",NA,NA,NA,
Jack Pine Warbler,NA,NA,NA,
Jack-Pine Warbler,NA,NA,NA,
Jap. J. Ichthyol.,ZOOLOGY - SCIE,0.246,Taxon,
Japanese J Ichthyol,ZOOLOGY - SCIE,0.246,Taxon,
Japanese Journal of Animal Psychology,NA,NA,NA,
Japanese Journal of Ecology,NA,NA,NA,
Japanese Journal of Entomology,NA,NA,NA,
Japanese Journal of Ornithology,NA,NA,NA,
Japanese Journal of Zoo and Wildlife Medicine,NA,NA,NA,
Japanese Journal of Zoology,NA,NA,NA,
JNCC Report,NA,NA,NA,
Journal Comp Physiol,NA,NA,NA,
Journal Comp Physiol Psychol,NA,NA,NA,
Journal des Oiseaux,NA,NA,NA,
Journal Endocr,ENDOCRINOLOGY & METABOLISM,3.4,Other_bio,
Journal Fac Sci Hokkaido Univ (Ser Zool),NA,NA,NA,
Journal Fish Res Bd Canada,NA,NA,NA,
Journal for Nature Conservation,ECOLOGY,2.2,Applied,
Journal fuer Ornithologie,ORNITHOLOGY - SCIE,0.675,Taxon,JCR year 2003
Journal fuer Ornithologie Berlin,ORNITHOLOGY - SCIE,0.675,Taxon,
Journal fuer Ornithologie Leipzig,ORNITHOLOGY - SCIE,0.675,Taxon,
Journal fur Ornithologie,ORNITHOLOGY - SCIE,0.675,Taxon,
Journal Geol,GEOLOGY,1.5,Other_bio,
Journal hum Evol,ANTHROPOLOGY,3.1,Anthro,
Journal of Agriculture of the University of Puerto Rico,"AGRICULTURE, MULTIDISCIPLINARY - SCIE",0,Applied,
Journal of Anatomy,ANATOMY & MORPHOLOGY,1.8,Other_bio,
Journal of Animal and Plants Sciences,NA,NA,NA,
Journal of Animal Behavior New York,NA,NA,NA,
Journal of Animal Ecology,ECOLOGY,3.5,Ecology,
Journal of Animal Ecology London,ECOLOGY,3.5,Ecology,
Journal of Animal Ecology Oxford,ECOLOGY,3.5,Ecology,
Journal of Anthropological Research,ANTHROPOLOGY,1,Anthro,
Journal of Anthropological Sciences,ANTHROPOLOGY,1.6,Anthro,
Journal of Apicultural Research,ENTOMOLOGY,1.4,Applied,
Journal of Apicultural Research London,ENTOMOLOGY,1.4,Applied,
Journal of Apicultural Science,ENTOMOLOGY,0.7,Applied,
Journal of Applied Ecology,ECOLOGY,5,Applied,
Journal of Applied Entomology,ENTOMOLOGY,1.7,Applied,
Journal of Applied Ichthyology,FISHERIES,0.7,Applied,
Journal of Arachnology,ENTOMOLOGY,1,Taxon,
Journal of Archaeological Science,"GEOSCIENCES, MULTIDISCIPLINARY",2.6,Other_bio,
Journal of Asia-Pacific Entomology,ENTOMOLOGY,1.1,Taxon,
Journal of Avian Biology,ORNITHOLOGY,1.5,Taxon,
Journal of Biodiversity and Environmental Sciences,NA,NA,NA,
Journal of Biogeography,ECOLOGY,3.4,Ecology,
Journal of Biological Rhythms,BIOLOGY ,2.9,Other_bio,Second cat is physiology
Journal of Biological Sciences Research,NA,NA,NA,
Journal of Biosciences (Bangalore),BIOLOGY ,2.1,General,"No second cat. From journal website: ""Journal of Biosciences is a comprehensive biology journal published by the Indian Academy of Sciences.Covers all areas of biology."""
Journal of Caribbean Ornithology,NA,NA,NA,
Journal of Coastal Conservation,ENVIRONMENTAL SCIENCES,1.7,Applied,
Journal of Coastal Research,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE",1.11,Other_bio,"From journal website: ""The Journal of Coastal Research is the bimonthly publication of The Coastal Education and Research Foundation providing an international forum for the littoral sciences. This professional journal is dedicated to all aspects of integrated coastal research. The journal disseminates knowledge and understanding of coastal areas by promoting communication between specialists in geology, biology, geography, climate, littoral oceanography, hydrography, engineering, and remote sensing. The journal contains scholarly papers, review articles, book reviews, news, and provides additional special issues."""
Journal of Comparative and Physiological Psychology,NA,NA,NA,
JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY,NA,NA,NA,
Journal of Comparative Neurology,ZOOLOGY,2.3,Cognition,
JOURNAL OF COMPARATIVE PHYSIOLOGY,NA,NA,NA,Ambgiuous abbreviation
Journal of Comparative Physiology B Biochemical Systemic and Environmental Physiology,ZOOLOGY,1.7,Zoology,Second cat is physiology
Journal of Comparative Psychology,ZOOLOGY,1.1,Cognition,
Journal of Ecology,ECOLOGY,5.3,Ecology,"Second cat is plant sciences. From journal website: ""Journal of Ecology publishes original research on all aspects of plant ecology (including algae), in both aquatic and terrestrial ecosystems. We welcome studies of plant communities, populations or individual species, as well as interactions between plants and animals, fungi or bacteria."""
Journal of Economic Entomology,ENTOMOLOGY,2.2,Taxon,
Journal of Electron Microscopy,MICROSCOPY - SCIE,1.633,Other_bio,
Journal of Endocrinology,ENDOCRINOLOGY & METABOLISM,3.4,Other_bio,
Journal of Entomological and Acarological Research,NA,NA,NA,
Journal of Entomological Research (New Delhi),NA,NA,NA,
Journal of Entomology and Zoology Studies,NA,NA,NA,
Journal of Environment and Bio-Sciences,NA,NA,NA,
Journal of Environmental Biology,ENVIRONMENTAL SCIENCES,0.6,Applied,"From journal website: ""he Journal has actively been involved for the last four decades in publishing quality research papers related to all areas of Environmental Sciences and Toxicology """
People and Nature,ECOLOGY,4.2,Ecology,"Second cat is biodiversity/conservation. From journal website: ""People and Nature is a broad-scope, open access journal publishing work from across research areas exploring relationships between humans and nature.We encourage conceptual and empirical approaches to answer interesting questions within this scope. Qualitative, quantitative and mixed methodologies are all welcome.People and Nature fosters innovation and experimentation and particularly encourages submissions that stimulate debate.Submissions to People and Nature should be accessible to a broad audience and reach beyond the boundaries of work published in discipline or subject specific journals. For more information on the kinds of submissions we want please see our opening editorial, interview with our Lead Editors and our author guidelines."". Likely has applied relevance though does not sound like the main focus given description. "
Journal of Ethology,ZOOLOGY,0.9,Zoology,Second cat is behavioural sciences
Journal of Evolutionary Biochemistry and Physiology,PHYSIOLOGY,0.6,Other_bio,
Journal of Evolutionary Biology,ECOLOGY,2.1,Ecology,
Journal of Experimental Biology,BIOLOGY ,2.8,Other_bio,"No second cat. From journal website: ""Journal of Experimental Biology is the leading journal in comparative animal physiology and biomechanics. We cover a broad range of integrative, comparative, ecological and evolutionary physiology and biomechanics research in animals at all levels of biological organisation, from the molecular to the integrated whole animal. Our authors and readers reflect a broad interdisciplinary group of scientists who study comparative biomechanics and molecular, cellular and organismal physiology in an evolutionary and environmental context."""
Urban Ecosystems,ECOLOGY,2.5,Applied,"From journal website: ""Urban Ecosystems is an international journal dedicated to scientific investigations of the relationships between socioeconomic and ecological structures and processes in urban environments.Focuses on interactions between urban ecosystems and associated suburban and rural environments.Multidisciplinary, touching on various fields as they apply to urban environments.Relevant topics include: biodiversity, biogeochemistry, conservation biology, wildlife and fisheries management, ecosystem ecology, ecosystem services, environmental chemistry, hydrology, landscape architecture, meteorology and climate, policy, population biology, social and human ecology, soil science, and urban planning."". Both appiled and basic."
Journal of Experimental Psychology Animal Behavior Processes,"PSYCHOLOGY, EXPERIMENTAL - SSCI",1.764,Cognition,JCR year 2013
Journal of Experimental Zoology,ZOOLOGY - SCIE,1.854,Zoology,JCR year 2003
Journal of Experimental Zoology India,ZOOLOGY - SCIE,1.854,Zoology,JCR year 2003
Journal of Experimental Zoology Part A-Ecological Genetics and Physiology,ZOOLOGY - SCIE,1.28,Zoology,JCR year 2016
Journal of Experimental Zoology Philadelphia,ZOOLOGY - SCIE,1.854,Zoology,JCR year 2003
Journal of Field Ornithology,ORNITHOLOGY,0.7,Taxon,
Journal of Fish and Wildlife Management,ECOLOGY,0.9,Applied,
Journal of Fish Biology,FISHERIES,1.7,Applied,"From journal website: ""Journal of Fish Biology is an internationally leading source of ichthyology research. We address all aspects of fish biology, their exploitation and their importance to human society. Our journal is recognised as among the 100 most influential journals in Biology and Medicine. Join us in advancing our collective understanding of all aquatic ecosystems, biology, ecology, and more. We are proud to be the official journal of the Fisheries Society of the British Isles."" Basic and applied - categorising as applied."
Journal of Forestry Research (Harbin),FORESTRY,3.4,Applied,
Journal of Freshwater Ecology,ECOLOGY,1.3,Ecology,
Revista Cientifica - Maracaibo,"EDUCATION, SCIENTIFIC DISCIPLINES",0.3,Other_bio,"From journal website: ""Revista Científica is an international open-access scientific publication edited by the Universidad Distrital Francisco José de Caldas. The Journal publishes research and innovation papers, reviews, and reflections in the areas of engineering, science, and education. Its objective is to disseminate original and relevant research in these fields of knowledge. Its articles are published in the Journal’s platform (https://revistas.udistrital.edu.co/index.php/revcie), and there is no cost associated with their submission, review, or publication, as the Journal is funded by the editing institution."" Difficult as broad, but education focus suggests should be other bio rather than general."
Journal of Hebei University Natural Science Edition,NA,NA,NA,
Journal of Heredity,GENETICS & HEREDITY,3,Other_bio,
Journal of Herpetology,ZOOLOGY,0.8,Taxon,
Journal of Human Evolution,ANTHROPOLOGY,3.1,Anthro,
Journal of Hymenoptera Research,ENTOMOLOGY,1.4,Taxon,
Estuaries and Coasts,ENVIRONMENTAL SCIENCES,2.3,Applied,"Second cat is marine and freshwater biology. From journal website: ""stuaries and Coasts focuses on publishing research on ecosystems at the interface between the land and the sea where there are tidal fluctuations or sea water is diluted by fresh water.The official journal of the Coastal and Estuarine Research Federation (CERF).Publishes research on physical, chemical, geological or biological systems, as well as applications to management of those ecosystems.Covers estuaries and nearshore coastal waters, including lagoons, wetlands, tidal fresh water, shores, and beaches."" Both basic and applied, defaulting to applied."
Journal of Insect Behavior,ENTOMOLOGY,1,Taxon,
Journal of Insect Biodiversity and Systematics,NA,NA,NA,
Journal of Insect Conservation,ENTOMOLOGY,1.9,Applied,
Journal of Insect Physiology,PHYSIOLOGY,2.3,Taxon,Second cat is entomology
Journal of Insect Science (Tucson),ENTOMOLOGY,2.1,Taxon,
Journal of Interdisciplinary Cycle Research,NA,NA,NA,
Journal of Mammalogy,ZOOLOGY,1.5,Taxon,
Journal of Medical Primatology,ZOOLOGY,0.8,Applied,
Journal of Molecular Evolution,GENETICS & HEREDITY,2.1,Other_bio,
Journal of Molluscan Studies,ZOOLOGY,1.9,Taxon,
Journal of Morphology,ANATOMY & MORPHOLOGY,1.5,Other_bio,
Journal of Morphology Philadelphia,ANATOMY & MORPHOLOGY,1.5,Other_bio,
Journal of Natural History,ECOLOGY,0.8,Ecology,"From journal website: ""Journal of Natural History is an international zoological journal publishing original research and reviews in evolutionary biology and ecology. It maintains its historical niche by publishing a broad range of systematics papers on all animal phyla from Porifera to Chordata, encompassing traditional taxonomic revisions and descriptions, cladistic analyses and molecular phylogenetics and phylogenomics. The journal has recognized strengths in entomology and marine invertebrates, but also welcomes papers on the natural history of all animal species and on the interactions of species with their environment. Preference is given to in-depth papers and extensive taxonomic reviews: single species descriptions and checklists are not normally considered. Authors wishing to suggest a review paper should contact the relevant editor."""
Journal of Nature Conservation,NA,NA,NA,
Journal of Neurobiology,NEUROSCIENCES - SCIE,3.84,Cognition,JCR year 2008
Journal of Neuroendocrinology,NEUROSCIENCES,3.3,Cognition,
Journal of Neuroscience,NEUROSCIENCES,4.4,Cognition,
Journal of Northeast Forestry University,NA,NA,NA,
Journal of Northeast Normal University Natural Sciences Edition,NA,NA,NA,
Journal of Ornithology,ORNITHOLOGY,1.3,Taxon,
Journal of Pest Science,ENTOMOLOGY,4.3,Applied,
Journal of Raptor Research,ORNITHOLOGY,1.2,Taxon,
Journal of Reproduction and Fertility,REPRODUCTIVE BIOLOGY - SCIE,2.865,Other_bio,
Journal of Environmental Radioactivity,ENVIRONMENTAL SCIENCES,1.9,Applied,"From journal website: ""The Journal of Environmental Radioactivity provides a coherent international forum for publication of original research or review papers on any aspect of the occurrence of radioactivity in natural systems.

Relevant subject areas range from applications of environmental radionuclides as mechanistic or timescale tracers of natural processes to assessments of the radioecological or radiological effects of ambient radioactivity. Papers deal with naturally occurring nuclides or with those created and released by man through nuclear weapons manufacture and testing, energy production, fuel-cycle technology, etc. Reports on radioactivity in the oceans, sediments, rivers, lakes, groundwaters, soils, atmosphere and all divisions of the biosphere are welcomed, but these should not simply be of a monitoring nature unless the data are particularly innovative.

Research papers are also included which, by either experimental or theoretical approaches, aim towards an improved understanding of the behaviour, transfer and distribution of environmental radionuclides. Predictive modelling is particularly encouraged. Papers on dating methods are acceptable if they have clear geophysical or geochemical significance. Descriptions of experimental methods should be both highly original and specifically related to determination of low-level environmental activities.

The journal provides a vehicle for objective, open and peer-reviewed publication and discussion of the more “controversial” aspects of environmental radioactivity, including assessments of health effects, criteria for discharge control and options for ultimate disposal of nuclear wastes."" Covers both applied and basic though focus does sound more on basic. Erring on the side of applied."
Journal of Sichuan Forestry Science and Technology,NA,NA,NA,
Journal of Soil Biology & Ecology,NA,NA,NA,
Journal of Great Lakes Research,ENVIRONMENTAL SCIENCES,2.4,Applied,"From journal website: ""Published six times per year, the Journal of Great Lakes Research is multidisciplinary in its coverage, publishing manuscripts on a wide range of theoretical and applied topics in the natural science fields of biology, chemistry, physics, geology, as well as social sciences of the large lakes of the world and their watersheds."" Both theoretical and applied, so treating as applied."
Journal of Southwest Forestry University,NA,NA,NA,
Journal of Sustainability Science and Management,NA,NA,NA,
Journal of the American Association for Laboratory Animal Science,ZOOLOGY,1.2,Applied,
Journal of the Arizona-Nevada Academy of Science,NA,NA,NA,
Journal of the Arkansas Academy of Science,NA,NA,NA,
Journal of the Australian Entomological Society,ENTOMOLOGY - SCIE,0.443,Taxon,
Journal of the Bombay Natural History Society,NA,NA,NA,
Journal of the British Tarantula Society,NA,NA,NA,
Journal of the East Africa Natural History Society and National Museum,NA,NA,NA,
Journal of the Elisha Mitchell Scientific Society,NA,NA,NA,
Journal of the Entomological Society of Ontario,NA,NA,NA,
Journal of the Entomological Society of Southern Africa,NA,NA,NA,
Journal of the Faculty of Fisheries and Animal Husbandry Hiroshima University,NA,NA,NA,
Journal of the Faculty of Science Hokkaido University,NA,NA,NA,
Journal of the Faculty of Science Hokkaido University Zoology (6),NA,NA,NA,
Journal of the Georgia Entomological Society,NA,NA,NA,
Journal of the Kansas Entomological Society,ENTOMOLOGY,0.2,Taxon,
Journal of the Linnean Society London,EVOLUTIONARY BIOLOGY,2,General,
Journal of the Mammalogical Society of Japan,NA,NA,NA,
Marine Environmental Research,ENVIRONMENTAL SCIENCES,3,Applied,"Toxicology is second cat. Sounds mainly basic though erring towards applied. From journal website: ""Marine Environmental Research publishes original research papers on chemical, physical, and biological interactions in the oceans and coastal waters. The journal serves as a forum for new information on biology, chemistry, and toxicology and syntheses that advance understanding of marine environmental processes.Submission of multidisciplinary studies is encouraged. Studies that utilize experimental approaches to clarify the roles of anthropogenic and natural causes of changes in marine ecosystems are especially welcome, as are those studies that represent new developments of a theoretical or conceptual aspect of marine science. All papers published in this journal are reviewed by qualified peers prior to acceptance and publication. Examples of topics considered to be appropriate for the journal include, but are not limited to, the following:
– The extent, persistence, and consequences of change and the recovery from such change in natural marine systems
– The biochemical, physiological, and ecological consequences of contaminants to marine organisms and ecosystems
– The biogeochemistry of naturally occurring and anthropogenic substances
– Models that describe and predict the above processes
– Monitoring studies, to the extent that their results provide new information on functional processes
– Methodological papers describing improved quantitative techniques for the marine sciences."""
Journal of the Mississippi Academy of Sciences,NA,NA,NA,
Journal of the New York Entomological Society,ENTOMOLOGY - SCIE,0.5,Taxon,
Journal of the Royal Society Interface,MULTIDISCIPLINARY SCIENCES,3.7,General,No second cat. 
Journal of the Royal Society of Western Australia,NA,NA,NA,
Journal of the Saudi Arabian Natural History Society,NA,NA,NA,
Journal of the Tennessee Academy of Science,NA,NA,NA,
Journal of the Washington Academy of Sciences,NA,NA,NA,
Journal of the Yamashina Institute for Ornithology,NA,NA,NA,
Journal of Theoretical Biology,BIOLOGY,1.9,Other_bio,Second cat is mathematical and computational bio
Journal of Thermal Biology,ZOOLOGY,2.9,Zoology,
Journal of Threatened Taxa,NA,NA,NA,
Journal of Tropical Ecology,ECOLOGY,1,Ecology,
Journal of Vertebrate Biology,ZOOLOGY,1.5,Zoology,"From journal website: ""The Journal of Vertebrate Biology (formerly Folia Zoologica) is published by the Institute of Vertebrate Biology, Czech Academy of Sciences. The journal publishes content containing original, significant insights into vertebrate zoology, including scientific articles, in-depth review papers and monographs."". Not taxon as vertebrate = phyla level classification."
Journal of Wildlife in Thailand,NA,NA,NA,
Journal of Wildlife Management,ECOLOGY,1.9,Applied,
Journal of Wildlife Rehabilitation,VETERINARY SCIENCES - SCIE,0.375,Applied,
Journal of Yunnan Agricultural University,NA,NA,NA,
Ecology of Freshwater Fish,FISHERIES,1.6,Taxon,"From journal website: ""
Ecology of Freshwater Fish is a fish biology journal publishing fundamental fish ecology research. We support conservation of fishes and their habitats. Published research includes studies from all freshwater environments - lakes, reservoirs, rivers, and streams. Our journal seeks to advance or test knowledge of the behavioral ecology, community ecology, evolutionary ecology, historical ecology, and population ecology of freshwater fishes, including articles specifically addressing conservation, development, genetics, life history, physiology, and host-parasite interactions. We publish original articles, perspectives, and reviews - some of which comprise the proceedings of conferences and symposia. Authors are encouraged to read further details in the Aims and Scope and the Editorial Practices of the journal."" Some conservation but focus is clearly on basic so going for taxon in this case."
Journal of Zoology (London),ZOOLOGY,1.9,Zoology,
Journal of Zoology London,ZOOLOGY,1.9,Zoology,
Journal of Zoology Series A,ZOOLOGY,1.9,Zoology,
Journal Reprod Fert,REPRODUCTIVE BIOLOGY - SCIE,2.865,Other_bio,
Journal Reprod. Fert.,REPRODUCTIVE BIOLOGY - SCIE,2.865,Other_bio,
Journal Zool London,ZOOLOGY,1.9,Zoology,
Jurnal Biologi Indonesia,NA,NA,NA,
KALIKASAN,NA,NA,NA,
Kansas University Science Bulletin,NA,NA,NA,
Karnataka Journal of Agricultural Sciences,NA,NA,NA,
Kasetsart Journal Natural Sciences,NA,NA,NA,
Kataloge des Oberoesterreichischen Landesmuseums,NA,NA,NA,
Kempffiana,NA,NA,NA,
Kentucky Warbler,NA,NA,NA,
Kenya Birds,NA,NA,NA,
Kingbird,NA,NA,NA,
Kiraku,NA,NA,NA,
Klapalekiana,NA,NA,NA,
Knowledge,NA,NA,NA,
Kontyu,NA,NA,NA,
Korean Arachnology,NA,NA,NA,
Korean Journal of Applied Entomology,NA,NA,NA,
Korean Journal of Biological Sciences,NA,NA,NA,
Korean Journal of Zoology,NA,NA,NA,
Kosmos (Stuttgart),NA,NA,NA,
Kosmos (Warsaw),NA,NA,NA,
Kukila,NA,NA,NA,
Kunchong Zhishi,NA,NA,NA,
L'Atzavara,NA,NA,NA,
Laboratory Anim Sci,ZOOLOGY - SCIE,1.436,Applied,
Laboratory Primate Newsletter,NA,NA,NA,
Labyrinth,NA,NA,NA,
Lacerta,NA,NA,NA,
Lambillionea,NA,NA,NA,
Lammergeyer,NA,NA,NA,
Landscape and Urban Planning,ECOLOGY,7.9,Applied,
ICES Journal of Marine Science,FISHERIES,3.1,Applied,"From journal website: ""The ICES Journal of Marine Science publishes original articles, opinion essays (“Food for Thought”), visions for the future (“Quo Vadimus”), and critical reviews that contribute to our scientific understanding of marine systems and the impact of human activities on them. The Journal also serves as a foundation for scientific advice across the broad spectrum of management and conservation issues related to the marine environment."""
Larus,NA,NA,NA,
Laterality,"PSYCHOLOGY, EXPERIMENTAL",0.9,Cognition,
Learning & Behavior,ZOOLOGY,1.9,Cognition,
Lepelaar,NA,NA,NA,
Levantina,NA,NA,NA,
Levende Natuur,NA,NA,NA,
Levende Natuur Amsterdam,NA,NA,NA,
Life Study Fukui,NA,NA,NA,
Limicola,NA,NA,NA,
Limosa,NA,NA,NA,
Lincolnshire Trust for Nature Conservation Newsletter,NA,NA,NA,
Linnut,NA,NA,NA,
Linzer Biologische Beitraege,NA,NA,NA,
Living Bird,NA,NA,NA,
Living Bird Quarterly,NA,NA,NA,
Loon,NA,NA,NA,
Loris,NA,NA,NA,
Lundiana,NA,NA,NA,
Luonnon Tutkija,NA,NA,NA,
