Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of OA Gold
TRENDS IN ECOLOGY & EVOLUTION,TRENDS ECOL EVOL,CELL PRESS,0169-5347,1872-8383,EVOLUTIONARY BIOLOGY,SCIE,"39,040",16.7,Q1,1.99,47.04%
TRENDS IN ECOLOGY & EVOLUTION,TRENDS ECOL EVOL,CELL PRESS,0169-5347,1872-8383,GENETICS & HEREDITY,SCIE,"39,040",16.7,Q1,1.99,47.04%
BEHAVIORAL AND BRAIN SCIENCES,BEHAV BRAIN SCI,CAMBRIDGE UNIV PRESS,0140-525X,1469-1825,BEHAVIORAL SCIENCES,SCIE,"11,517",16.6,Q1,5.44,0%
BEHAVIORAL AND BRAIN SCIENCES,BEHAV BRAIN SCI,CAMBRIDGE UNIV PRESS,0140-525X,1469-1825,NEUROSCIENCES,SCIE,"11,517",16.6,Q1,5.44,0%
BEHAVIORAL AND BRAIN SCIENCES,BEHAV BRAIN SCI,CAMBRIDGE UNIV PRESS,0140-525X,1469-1825,"PSYCHOLOGY, BIOLOGICAL",SSCI,"11,517",16.6,Q1,5.44,0%
EUROPEAN RESPIRATORY JOURNAL,EUR RESPIR J,EUROPEAN RESPIRATORY SOC JOURNALS LTD,0903-1936,1399-3003,RESPIRATORY SYSTEM,SCIE,"54,345",16.6,Q1,3.72,45.13%
NUCLEIC ACIDS RESEARCH,NUCLEIC ACIDS RES,OXFORD UNIV PRESS,0305-1048,1362-4962,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"271,360",16.6,Q1,2.9,93.75%
CIRCULATION RESEARCH,CIRC RES,LIPPINCOTT WILLIAMS & WILKINS,0009-7330,1524-4571,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,"62,714",16.5,Q1,4.22,19.67%
CIRCULATION RESEARCH,CIRC RES,LIPPINCOTT WILLIAMS & WILKINS,0009-7330,1524-4571,HEMATOLOGY,SCIE,"62,714",16.5,Q1,4.22,19.67%
CIRCULATION RESEARCH,CIRC RES,LIPPINCOTT WILLIAMS & WILKINS,0009-7330,1524-4571,PERIPHERAL VASCULAR DISEASE,SCIE,"62,714",16.5,Q1,4.22,19.67%
NEURO-ONCOLOGY,NEURO-ONCOLOGY,OXFORD UNIV PRESS INC,1522-8517,1523-5866,CLINICAL NEUROLOGY,SCIE,"23,201",16.4,Q1,3.38,31.25%
NEURO-ONCOLOGY,NEURO-ONCOLOGY,OXFORD UNIV PRESS INC,1522-8517,1523-5866,ONCOLOGY,SCIE,"23,201",16.4,Q1,3.38,31.25%
ACCOUNTS OF CHEMICAL RESEARCH,ACCOUNTS CHEM RES,AMER CHEMICAL SOC,0001-4842,1520-4898,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"82,104",16.4,Q1,1.37,12.32%
ACTA NUMERICA,ACTA NUMER,CAMBRIDGE UNIV PRESS,0962-4929,1474-0508,MATHEMATICS,SCIE,"2,887",16.3,Q1,10.89,57.89%
PSYCHOTHERAPY AND PSYCHOSOMATICS,PSYCHOTHER PSYCHOSOM,KARGER,0033-3190,1423-0348,PSYCHIATRY,"SCIE, SSCI","6,004",16.3,Q1,3.88,47.22%
PSYCHOTHERAPY AND PSYCHOSOMATICS,PSYCHOTHER PSYCHOSOM,KARGER,0033-3190,1423-0348,PSYCHOLOGY,SCIE,"6,004",16.3,Q1,3.88,47.22%
National Science Review,NATL SCI REV,OXFORD UNIV PRESS,2095-5138,2053-714X,MULTIDISCIPLINARY SCIENCES,SCIE,"15,536",16.3,Q1,3.27,93.89%
RENEWABLE & SUSTAINABLE ENERGY REVIEWS,RENEW SUST ENERG REV,PERGAMON-ELSEVIER SCIENCE LTD,1364-0321,1879-0690,ENERGY & FUELS,SCIE,"169,190",16.3,Q1,2.01,24.77%
RENEWABLE & SUSTAINABLE ENERGY REVIEWS,RENEW SUST ENERG REV,PERGAMON-ELSEVIER SCIENCE LTD,1364-0321,1879-0690,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,SCIE,"169,190",16.3,Q1,2.01,24.77%
IEEE Geoscience and Remote Sensing Magazine,IEEE GEOSC REM SEN M,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2473-2397,2168-6831,GEOCHEMISTRY & GEOPHYSICS,SCIE,"4,021",16.2,Q1,2.72,0.91%
IEEE Geoscience and Remote Sensing Magazine,IEEE GEOSC REM SEN M,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2473-2397,2168-6831,IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY,SCIE,"4,021",16.2,Q1,2.72,0.91%
IEEE Geoscience and Remote Sensing Magazine,IEEE GEOSC REM SEN M,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2473-2397,2168-6831,REMOTE SENSING,SCIE,"4,021",16.2,Q1,2.72,0.91%
ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,ANGEW CHEM INT EDIT,WILEY-V C H VERLAG GMBH,1433-7851,1521-3773,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"467,453",16.1,Q1,2.7,23.35%
International Journal of Extreme Manufacturing,INT J EXTREME MANUF,IOP Publishing Ltd,2631-8644,2631-7990,"ENGINEERING, MANUFACTURING",SCIE,"2,125",16.1,Q1,1.82,100%
International Journal of Extreme Manufacturing,INT J EXTREME MANUF,IOP Publishing Ltd,2631-8644,2631-7990,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"2,125",16.1,Q1,1.82,100%
ADVANCES IN COLLOID AND INTERFACE SCIENCE,ADV COLLOID INTERFAC,ELSEVIER,0001-8686,1873-3727,"CHEMISTRY, PHYSICAL",SCIE,"24,485",15.9,Q1,1.71,19.36%
Nature Plants,NAT PLANTS,NATURE PORTFOLIO,2055-026X,2055-0278,PLANT SCIENCES,SCIE,"16,103",15.8,Q1,4.44,18.73%
Science Translational Medicine,SCI TRANSL MED,AMER ASSOC ADVANCEMENT SCIENCE,1946-6234,1946-6242,CELL BIOLOGY,SCIE,"50,866",15.8,Q1,3.51,7.22%
Science Translational Medicine,SCI TRANSL MED,AMER ASSOC ADVANCEMENT SCIENCE,1946-6234,1946-6242,"MEDICINE, RESEARCH & EXPERIMENTAL",SCIE,"50,866",15.8,Q1,3.51,7.22%
Journal of Magnesium and Alloys,J MAGNES ALLOY,KEAI PUBLISHING LTD,2213-9567,2213-9567,METALLURGY & METALLURGICAL ENGINEERING,SCIE,"11,729",15.8,Q1,2.97,97.22%
DRUG RESISTANCE UPDATES,DRUG RESIST UPDATE,CHURCHILL LIVINGSTONE,1368-7646,1532-2084,PHARMACOLOGY & PHARMACY,SCIE,"4,913",15.8,Q1,2.6,40%
ACS Nano,ACS NANO,AMER CHEMICAL SOC,1936-0851,1936-086X,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"227,757",15.8,Q1,2.42,10.55%
ACS Nano,ACS NANO,AMER CHEMICAL SOC,1936-0851,1936-086X,"CHEMISTRY, PHYSICAL",SCIE,"227,757",15.8,Q1,2.42,10.55%
ACS Nano,ACS NANO,AMER CHEMICAL SOC,1936-0851,1936-086X,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"227,757",15.8,Q1,2.42,10.55%
ACS Nano,ACS NANO,AMER CHEMICAL SOC,1936-0851,1936-086X,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"227,757",15.8,Q1,2.42,10.55%
JAMA Surgery,JAMA SURG,AMER MEDICAL ASSOC,2168-6254,2168-6262,SURGERY,SCIE,"17,074",15.7,Q1,5.97,9.97%
Nature Geoscience,NAT GEOSCI,NATURE PORTFOLIO,1752-0894,1752-0908,"GEOSCIENCES, MULTIDISCIPLINARY",SCIE,"36,778",15.7,Q1,4.28,22.67%
PhotoniX,PHOTONIX,SPRINGERNATURE,N/A,2662-1991,OPTICS,SCIE,"1,317",15.7,Q1,3.72,100%
Annual Review of Physiology,ANNU REV PHYSIOL,ANNUAL REVIEWS,0066-4278,1545-1585,PHYSIOLOGY,SCIE,"11,453",15.7,Q1,2.93,30.56%
Chinese Journal of Catalysis,CHINESE J CATAL,ELSEVIER,0253-9837,1872-2067,"CHEMISTRY, APPLIED",SCIE,"17,268",15.7,Q1,2.54,1.63%
Chinese Journal of Catalysis,CHINESE J CATAL,ELSEVIER,0253-9837,1872-2067,"CHEMISTRY, PHYSICAL",SCIE,"17,268",15.7,Q1,2.54,1.63%
Chinese Journal of Catalysis,CHINESE J CATAL,ELSEVIER,0253-9837,1872-2067,"ENGINEERING, CHEMICAL",SCIE,"17,268",15.7,Q1,2.54,1.63%
Advances in Methods and Practices in Psychological Science,ADV METH PRACT PSYCH,SAGE PUBLICATIONS INC,2515-2459,2515-2467,PSYCHOLOGY,SCIE,"2,921",15.6,Q1,4.34,94.19%
Advances in Methods and Practices in Psychological Science,ADV METH PRACT PSYCH,SAGE PUBLICATIONS INC,2515-2459,2515-2467,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"2,921",15.6,Q1,4.34,94.19%
Journal of Innovation & Knowledge,J INNOV KNOWL,ELSEVIER ESPANA,2530-7614,2444-569X,BUSINESS,SSCI,"4,260",15.6,Q1,3.96,96.47%
Journal of Innovation & Knowledge,J INNOV KNOWL,ELSEVIER ESPANA,2530-7614,2444-569X,MANAGEMENT,SSCI,"4,260",15.6,Q1,3.96,96.47%
Journal of Extracellular Vesicles,J EXTRACELL VESICLES,WILEY,N/A,2001-3078,CELL BIOLOGY,SCIE,"13,295",15.5,Q1,2.23,71.14%
Annual Review of Environment and Resources,ANNU REV ENV RESOUR,ANNUAL REVIEWS,1543-5938,1545-2050,ENVIRONMENTAL SCIENCES,SCIE,"7,103",15.5,Q1,1.54,90.59%
Annual Review of Environment and Resources,ANNU REV ENV RESOUR,ANNUAL REVIEWS,1543-5938,1545-2050,ENVIRONMENTAL STUDIES,SSCI,"7,103",15.5,Q1,1.54,90.59%
Lancet Haematology,LANCET HAEMATOL,ELSEVIER SCI LTD,2352-3026,N/A,HEMATOLOGY,SCIE,"7,013",15.4,Q1,3.86,14.55%
Opto-Electronic Advances,OPTO-ELECTRON ADV,"CAS, INST OPTICS & ELECTRONICS, ED OFF OPTO-ELECTRONIC JOURNALS",2096-4579,2096-4579,OPTICS,SCIE,"2,197",15.3,Q1,3.41,98.62%
IEEE-CAA Journal of Automatica Sinica,IEEE-CAA J AUTOMATIC,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2329-9266,2329-9274,AUTOMATION & CONTROL SYSTEMS,SCIE,"8,844",15.3,Q1,2.34,0%
SmartMat,SMARTMAT,WILEY,2766-8525,2688-819X,"CHEMISTRY, MULTIDISCIPLINARY",ESCI,"1,954",15.3,Q1,2.16,87.13%
SmartMat,SMARTMAT,WILEY,2766-8525,2688-819X,"MATERIALS SCIENCE, MULTIDISCIPLINARY",ESCI,"1,954",15.3,Q1,2.16,87.13%
ADVANCED DRUG DELIVERY REVIEWS,ADV DRUG DELIVER REV,ELSEVIER,0169-409X,1872-8294,PHARMACOLOGY & PHARMACY,SCIE,"47,365",15.2,Q1,2.33,31.54%
AMERICAN JOURNAL OF PSYCHIATRY,AM J PSYCHIAT,"AMER PSYCHIATRIC PUBLISHING, INC",0002-953X,1535-7228,PSYCHIATRY,"SCIE, SSCI","38,166",15.1,Q1,3.76,0%
TRENDS IN FOOD SCIENCE & TECHNOLOGY,TRENDS FOOD SCI TECH,ELSEVIER SCIENCE LONDON,0924-2244,1879-3053,FOOD SCIENCE & TECHNOLOGY,SCIE,"45,336",15.1,Q1,2.64,15.91%
Annual Review of Medicine,ANNU REV MED,ANNUAL REVIEWS,0066-4219,1545-326X,"MEDICINE, RESEARCH & EXPERIMENTAL",SCIE,"7,381",15.1,Q1,2.26,33.98%
One Earth,ONE EARTH,CELL PRESS,2590-3330,2590-3322,ENVIRONMENTAL SCIENCES,SCIE,"5,889",15.1,Q1,1.92,82.43%
One Earth,ONE EARTH,CELL PRESS,2590-3330,2590-3322,ENVIRONMENTAL STUDIES,SSCI,"5,889",15.1,Q1,1.92,82.43%
One Earth,ONE EARTH,CELL PRESS,2590-3330,2590-3322,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,SCIE,"5,889",15.1,Q1,1.92,82.43%
Lancet Rheumatology,LANCET RHEUMATOL,ELSEVIER,2665-9913,2665-9913,RHEUMATOLOGY,SCIE,"3,211",15,Q1,4.58,29.21%
Annual Review of Entomology,ANNU REV ENTOMOL,ANNUAL REVIEWS,0066-4170,1545-4487,ENTOMOLOGY,SCIE,"14,708",15,Q1,3.69,33.33%
eTransportation,ETRANSPORTATION,ELSEVIER,2590-1168,2590-1168,ENERGY & FUELS,SCIE,"3,075",15,Q1,2.32,20.23%
eTransportation,ETRANSPORTATION,ELSEVIER,2590-1168,2590-1168,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"3,075",15,Q1,2.32,20.23%
eTransportation,ETRANSPORTATION,ELSEVIER,2590-1168,2590-1168,TRANSPORTATION SCIENCE & TECHNOLOGY,SCIE,"3,075",15,Q1,2.32,20.23%
Environmental Chemistry Letters,ENVIRON CHEM LETT,SPRINGER HEIDELBERG,1610-3653,1610-3661,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"16,524",15,Q1,1.18,17.75%
Environmental Chemistry Letters,ENVIRON CHEM LETT,SPRINGER HEIDELBERG,1610-3653,1610-3661,"ENGINEERING, ENVIRONMENTAL",SCIE,"16,524",15,Q1,1.18,17.75%
Environmental Chemistry Letters,ENVIRON CHEM LETT,SPRINGER HEIDELBERG,1610-3653,1610-3661,ENVIRONMENTAL SCIENCES,SCIE,"16,524",15,Q1,1.18,17.75%
Molecular Neurodegeneration,MOL NEURODEGENER,BMC,N/A,1750-1326,NEUROSCIENCES,SCIE,"9,787",14.9,Q1,3.12,100%
JAMA Cardiology,JAMA CARDIOL,AMER MEDICAL ASSOC,2380-6583,2380-6591,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,"13,191",14.8,Q1,5.6,13.44%
KIDNEY INTERNATIONAL,KIDNEY INT,ELSEVIER SCIENCE INC,0085-2538,1523-1755,UROLOGY & NEPHROLOGY,SCIE,"47,281",14.8,Q1,4.78,54.73%
DIABETES CARE,DIABETES CARE,AMER DIABETES ASSOC,0149-5992,1935-5548,ENDOCRINOLOGY & METABOLISM,SCIE,"75,526",14.8,Q1,3.83,2.91%
HUMAN REPRODUCTION UPDATE,HUM REPROD UPDATE,OXFORD UNIV PRESS,1355-4786,1460-2369,OBSTETRICS & GYNECOLOGY,SCIE,"13,203",14.8,Q1,3.62,33.83%
HUMAN REPRODUCTION UPDATE,HUM REPROD UPDATE,OXFORD UNIV PRESS,1355-4786,1460-2369,REPRODUCTIVE BIOLOGY,SCIE,"13,203",14.8,Q1,3.62,33.83%
Journal of the National Comprehensive Cancer Network,J NATL COMPR CANC NE,HARBORSIDE PRESS,1540-1405,1540-1413,ONCOLOGY,SCIE,"13,192",14.8,Q1,2.8,0.64%
Energy Material Advances,ENERGY MATER ADV,AMER ASSOC ADVANCEMENT SCIENCE,2097-1133,2692-7640,"PHYSICS, APPLIED",ESCI,"1,031",14.8,Q1,1.89,84.47%
Neuron,NEURON,CELL PRESS,0896-6273,1097-4199,NEUROSCIENCES,SCIE,"99,313",14.7,Q1,3.71,81.74%
Acta Pharmaceutica Sinica B,ACTA PHARM SIN B,"INST MATERIA MEDICA, CHINESE ACAD MEDICAL SCIENCES",2211-3835,2211-3843,PHARMACOLOGY & PHARMACY,SCIE,"16,222",14.7,Q1,3.61,98.22%
Information Fusion,INFORM FUSION,ELSEVIER,1566-2535,1872-6305,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",SCIE,"18,618",14.7,Q1,3.42,16.30%
Information Fusion,INFORM FUSION,ELSEVIER,1566-2535,1872-6305,"COMPUTER SCIENCE, THEORY & METHODS",SCIE,"18,618",14.7,Q1,3.42,16.30%
Nature Communications,NAT COMMUN,NATURE PORTFOLIO,N/A,2041-1723,MULTIDISCIPLINARY SCIENCES,SCIE,"738,284",14.7,Q1,3.28,99.70%
TRENDS IN NEUROSCIENCES,TRENDS NEUROSCI,CELL PRESS,0166-2236,1878-108X,NEUROSCIENCES,SCIE,"21,059",14.6,Q1,2.05,42.52%
Autophagy,AUTOPHAGY,TAYLOR & FRANCIS INC,1554-8627,1554-8635,CELL BIOLOGY,SCIE,"29,553",14.6,Q1,1.53,39.73%
Molecular Cell,MOL CELL,CELL PRESS,1097-2765,1097-4164,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"80,732",14.5,Q1,2.66,83.13%
Molecular Cell,MOL CELL,CELL PRESS,1097-2765,1097-4164,CELL BIOLOGY,SCIE,"80,732",14.5,Q1,2.66,83.13%
PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,PROG PART NUCL PHYS,ELSEVIER,0146-6410,1873-2224,"PHYSICS, NUCLEAR",SCIE,"5,397",14.5,Q1,1.58,44.33%
PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,PROG PART NUCL PHYS,ELSEVIER,0146-6410,1873-2224,"PHYSICS, PARTICLES & FIELDS",SCIE,"5,397",14.5,Q1,1.58,44.33%
Journal of the American Chemical Society,J AM CHEM SOC,AMER CHEMICAL SOC,0002-7863,1520-5126,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"568,265",14.4,Q1,2.66,13.66%
Biofuel Research Journal-BRJ,BIOFUEL RES J,Alpha Creation Enterprise,2292-8782,2292-8782,ENERGY & FUELS,ESCI,"1,194",14.4,Q1,1.63,97.87%
Annual Review of Organizational Psychology and Organizational Behavior,ANNU REV ORGAN PSYCH,ANNUAL REVIEWS,2327-0608,2327-0616,MANAGEMENT,SSCI,"4,929",14.3,Q1,4.1,36.73%
Annual Review of Organizational Psychology and Organizational Behavior,ANNU REV ORGAN PSYCH,ANNUAL REVIEWS,2327-0608,2327-0616,"PSYCHOLOGY, APPLIED",SSCI,"4,929",14.3,Q1,4.1,36.73%
Academy of Management Annals,ACAD MANAG ANN,ACAD MANAGEMENT,1941-6520,1941-6067,BUSINESS,SSCI,"9,198",14.3,Q1,3.29,0%
Academy of Management Annals,ACAD MANAG ANN,ACAD MANAGEMENT,1941-6520,1941-6067,MANAGEMENT,SSCI,"9,198",14.3,Q1,3.29,0%
JOURNAL OF INFECTION,J INFECTION,W B SAUNDERS CO LTD,0163-4453,1532-2742,INFECTIOUS DISEASES,SCIE,"13,934",14.3,Q1,2.81,38.14%
Bone Research,BONE RES,SPRINGERNATURE,2095-4700,2095-6231,CELL & TISSUE ENGINEERING,SCIE,"4,826",14.3,Q1,2.79,100%
EDUCATIONAL PSYCHOLOGIST,EDUC PSYCHOL-US,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0046-1520,1532-6985,EDUCATION & EDUCATIONAL RESEARCH,SSCI,"7,917",14.3,Q1,2.52,14.81%
EDUCATIONAL PSYCHOLOGIST,EDUC PSYCHOL-US,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0046-1520,1532-6985,"PSYCHOLOGY, EDUCATIONAL",SSCI,"7,917",14.3,Q1,2.52,14.81%
Annual Review of Marine Science,ANNU REV MAR SCI,ANNUAL REVIEWS,1941-1405,1941-0611,GEOCHEMISTRY & GEOPHYSICS,SCIE,"6,230",14.3,Q1,2.5,44.26%
Annual Review of Marine Science,ANNU REV MAR SCI,ANNUAL REVIEWS,1941-1405,1941-0611,MARINE & FRESHWATER BIOLOGY,SCIE,"6,230",14.3,Q1,2.5,44.26%
Annual Review of Marine Science,ANNU REV MAR SCI,ANNUAL REVIEWS,1941-1405,1941-0611,OCEANOGRAPHY,SCIE,"6,230",14.3,Q1,2.5,44.26%
Trends in Cancer,TRENDS CANCER,CELL PRESS,2405-8025,2405-8033,ONCOLOGY,SCIE,"7,958",14.3,Q1,2.14,42.59%
Advanced Science,ADV SCI,WILEY,N/A,2198-3844,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"79,296",14.3,Q1,2.07,75.32%
Advanced Science,ADV SCI,WILEY,N/A,2198-3844,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"79,296",14.3,Q1,2.07,75.32%
Advanced Science,ADV SCI,WILEY,N/A,2198-3844,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"79,296",14.3,Q1,2.07,75.32%
TRENDS IN BIOTECHNOLOGY,TRENDS BIOTECHNOL,CELL PRESS,0167-7799,1879-3096,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"19,565",14.3,Q1,1.62,30.83%
Annual Review of Condensed Matter Physics,ANNU REV CONDEN MA P,ANNUAL REVIEWS,1947-5454,1947-5462,"PHYSICS, CONDENSED MATTER",SCIE,"4,659",14.3,Q1,1.1,70.59%
STUDIES IN MYCOLOGY,STUD MYCOL,WESTERDIJK FUNGAL BIODIVERSITY INST,0166-0616,1872-9797,MYCOLOGY,SCIE,"4,581",14.1,Q1,4.94,47.06%
INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE,INT J MACH TOOL MANU,ELSEVIER SCI LTD,0890-6955,1879-2170,"ENGINEERING, MANUFACTURING",SCIE,"16,687",14,Q1,2.88,25%
INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE,INT J MACH TOOL MANU,ELSEVIER SCI LTD,0890-6955,1879-2170,"ENGINEERING, MECHANICAL",SCIE,"16,687",14,Q1,2.88,25%
Accounts of Materials Research,ACCOUNTS MATER RES,AMER CHEMICAL SOC,N/A,2643-6728,"CHEMISTRY, MULTIDISCIPLINARY",ESCI,"3,420",14,Q1,2.48,5.23%
Accounts of Materials Research,ACCOUNTS MATER RES,AMER CHEMICAL SOC,N/A,2643-6728,"MATERIALS SCIENCE, MULTIDISCIPLINARY",ESCI,"3,420",14,Q1,2.48,5.23%
IEEE Transactions on Intelligent Vehicles,IEEE T INTELL VEHICL,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2379-8858,2379-8904,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",SCIE,"5,936",14,Q1,2.44,6.87%
IEEE Transactions on Intelligent Vehicles,IEEE T INTELL VEHICL,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2379-8858,2379-8904,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"5,936",14,Q1,2.44,6.87%
IEEE Transactions on Intelligent Vehicles,IEEE T INTELL VEHICL,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2379-8858,2379-8904,TRANSPORTATION SCIENCE & TECHNOLOGY,SCIE,"5,936",14,Q1,2.44,6.87%
Clinical and Molecular Hepatology,CLIN MOL HEPATOL,KOREAN ASSOC STUDY LIVER,2287-2728,2287-285X,GASTROENTEROLOGY & HEPATOLOGY,SCIE,"3,344",14,Q1,2.26,99.41%
Environmental Science and Ecotechnology,ENVIRON SCI ECOTECH,ELSEVIER,2666-4984,2666-4984,ENVIRONMENTAL SCIENCES,SCIE,"1,837",14,Q1,2.09,98.16%
Environmental Science and Ecotechnology,ENVIRON SCI ECOTECH,ELSEVIER,2666-4984,2666-4984,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,SCIE,"1,837",14,Q1,2.09,98.16%
Journal of Energy Chemistry,J ENERGY CHEM,ELSEVIER,2095-4956,2095-4956,"CHEMISTRY, APPLIED",SCIE,"34,236",14,Q1,2.01,6.24%
Journal of Energy Chemistry,J ENERGY CHEM,ELSEVIER,2095-4956,2095-4956,"CHEMISTRY, PHYSICAL",SCIE,"34,236",14,Q1,2.01,6.24%
Journal of Energy Chemistry,J ENERGY CHEM,ELSEVIER,2095-4956,2095-4956,ENERGY & FUELS,SCIE,"34,236",14,Q1,2.01,6.24%
Journal of Energy Chemistry,J ENERGY CHEM,ELSEVIER,2095-4956,2095-4956,"ENGINEERING, CHEMICAL",SCIE,"34,236",14,Q1,2.01,6.24%
PROGRESS IN LIPID RESEARCH,PROG LIPID RES,PERGAMON-ELSEVIER SCIENCE LTD,0163-7827,1873-2194,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"7,497",14,Q1,1.66,45.36%
PROGRESS IN LIPID RESEARCH,PROG LIPID RES,PERGAMON-ELSEVIER SCIENCE LTD,0163-7827,1873-2194,NUTRITION & DIETETICS,SCIE,"7,497",14,Q1,1.66,45.36%
TRENDS IN MICROBIOLOGY,TRENDS MICROBIOL,CELL PRESS,0966-842X,1878-4380,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"18,267",14,Q1,1.53,36.25%
TRENDS IN MICROBIOLOGY,TRENDS MICROBIOL,CELL PRESS,0966-842X,1878-4380,MICROBIOLOGY,SCIE,"18,267",14,Q1,1.53,36.25%
Trends in Chemistry,TRENDS CHEM,CELL PRESS,N/A,2589-5974,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"5,139",14,Q1,1.09,22.50%
Nature Ecology & Evolution,NAT ECOL EVOL,NATURE PORTFOLIO,2397-334X,2397-334X,ECOLOGY,SCIE,"18,917",13.9,Q1,3.85,25.73%
Nature Ecology & Evolution,NAT ECOL EVOL,NATURE PORTFOLIO,2397-334X,2397-334X,EVOLUTIONARY BIOLOGY,SCIE,"18,917",13.9,Q1,3.85,25.73%
TRENDS IN PHARMACOLOGICAL SCIENCES,TRENDS PHARMACOL SCI,CELL PRESS,0165-6147,1873-3735,PHARMACOLOGY & PHARMACY,SCIE,"14,644",13.9,Q1,1.99,40.59%
Small Structures,SMALL STRUCT,WILEY,N/A,2688-4062,"CHEMISTRY, PHYSICAL",SCIE,"5,122",13.9,Q1,1.41,56.19%
Small Structures,SMALL STRUCT,WILEY,N/A,2688-4062,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"5,122",13.9,Q1,1.41,56.19%
Small Structures,SMALL STRUCT,WILEY,N/A,2688-4062,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"5,122",13.9,Q1,1.41,56.19%
Aggregate,AGGREGATE,WILEY,N/A,2692-4560,"CHEMISTRY, MULTIDISCIPLINARY",ESCI,"3,131",13.9,Q1,1.38,91.38%
Aggregate,AGGREGATE,WILEY,N/A,2692-4560,"CHEMISTRY, PHYSICAL",ESCI,"3,131",13.9,Q1,1.38,91.38%
Aggregate,AGGREGATE,WILEY,N/A,2692-4560,"MATERIALS SCIENCE, MULTIDISCIPLINARY",ESCI,"3,131",13.9,Q1,1.38,91.38%
IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,IEEE J SEL AREA COMM,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0733-8716,1558-0008,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"24,401",13.8,Q1,3.67,15.02%
IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,IEEE J SEL AREA COMM,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0733-8716,1558-0008,TELECOMMUNICATIONS,SCIE,"24,401",13.8,Q1,3.67,15.02%
Microbiome,MICROBIOME,BMC,2049-2618,2049-2618,MICROBIOLOGY,SCIE,"23,500",13.8,Q1,3.12,100%
CLINICAL PSYCHOLOGY REVIEW,CLIN PSYCHOL REV,PERGAMON-ELSEVIER SCIENCE LTD,0272-7358,1873-7811,"PSYCHOLOGY, CLINICAL",SSCI,"22,185",13.7,Q1,2.18,28.97%
CELL DEATH AND DIFFERENTIATION,CELL DEATH DIFFER,SPRINGERNATURE,1350-9047,1476-5403,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"30,898",13.7,Q1,1.97,49.80%
