Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of OA Gold
COGNITIVE SCIENCE,COGNITIVE SCI,WILEY,0364-0213,1551-6709,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"7,497",2.3,Q2,0.75,38.46%
JOURNAL OF COUNSELING AND DEVELOPMENT,J COUNS DEV,WILEY,0748-9633,1556-6676,"PSYCHOLOGY, APPLIED",SSCI,"2,966",2.3,Q2,0.75,11.54%
NEW IDEAS IN PSYCHOLOGY,NEW IDEAS PSYCHOL,PERGAMON-ELSEVIER SCIENCE LTD,0732-118X,1873-3522,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,328",2.3,Q2,0.74,22.76%
NEW IDEAS IN PSYCHOLOGY,NEW IDEAS PSYCHOL,PERGAMON-ELSEVIER SCIENCE LTD,0732-118X,1873-3522,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,328",2.3,Q2,0.74,22.76%
Schizophrenia Research-Cognition,SCHIZOPHR RES-COGN,ELSEVIER,2215-0013,2215-0013,"PSYCHOLOGY, EXPERIMENTAL",ESCI,571,2.3,Q2,0.7,93.46%
BioPsychoSocial Medicine,BIOPSYCHOSOC MED,BMC,1751-0759,1751-0759,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,758,2.3,Q2,0.58,100%
Psychology of Religion and Spirituality,PSYCHOL RELIG SPIRIT,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,1941-1022,1943-1562,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,580",2.2,Q2,3.61,1.97%
MUSICAE SCIENTIAE,MUSIC SCI,SAGE PUBLICATIONS LTD,1029-8649,2045-4147,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,088",2.2,Q2,2.23,27.27%
LEGAL AND CRIMINOLOGICAL PSYCHOLOGY,LEGAL CRIMINOL PSYCH,WILEY,1355-3259,2044-8333,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,830,2.2,Q2,1.59,47.83%
Research in Autism Spectrum Disorders,RES AUTISM SPECT DIS,ELSEVIER SCI LTD,1750-9467,1878-0237,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"4,967",2.2,Q2,1.1,24.59%
FEMINISM & PSYCHOLOGY,FEM PSYCHOL,SAGE PUBLICATIONS LTD,0959-3535,1461-7161,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,511",2.2,Q2,1.04,44.05%
Journal of Psychedelic Studies,J PSYCHEDELIC STUD,AKADEMIAI KIADO ZRT,N/A,2559-9283,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,314,2.2,Q2,0.89,98.48%
JOURNAL OF APPLIED DEVELOPMENTAL PSYCHOLOGY,J APPL DEV PSYCHOL,ELSEVIER SCIENCE INC,0193-3973,1873-7900,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"3,946",2.2,Q2,0.88,20.40%
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,J EXP PSYCHOL LEARN,AMER PSYCHOLOGICAL ASSOC,0278-7393,1939-1285,PSYCHOLOGY,SCIE,"11,885",2.2,Q2,0.84,6.13%
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,J EXP PSYCHOL LEARN,AMER PSYCHOLOGICAL ASSOC,0278-7393,1939-1285,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"11,885",2.2,Q2,0.84,6.13%
Educational and Developmental Psychologist,EDUC DEV PSYCHOL,TAYLOR & FRANCIS LTD,2059-0776,2059-0784,"PSYCHOLOGY, DEVELOPMENTAL",ESCI,358,2.2,Q2,0.81,5.33%
NEUROBIOLOGY OF LEARNING AND MEMORY,NEUROBIOL LEARN MEM,ACADEMIC PRESS INC ELSEVIER SCIENCE,1074-7427,1095-9564,PSYCHOLOGY,SCIE,"6,390",2.2,Q2,0.76,29.55%
NEUROBIOLOGY OF LEARNING AND MEMORY,NEUROBIOL LEARN MEM,ACADEMIC PRESS INC ELSEVIER SCIENCE,1074-7427,1095-9564,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"6,390",2.2,Q2,0.76,29.55%
MEMORY & COGNITION,MEM COGNITION,SPRINGER,0090-502X,1532-5946,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"8,745",2.2,Q2,0.72,35.97%
JOURNAL OF MATHEMATICAL PSYCHOLOGY,J MATH PSYCHOL,ACADEMIC PRESS INC ELSEVIER SCIENCE,0022-2496,1096-0880,"PSYCHOLOGY, MATHEMATICAL",SSCI,"3,597",2.2,Q2,0.7,27.20%
JOURNAL OF ADOLESCENT RESEARCH,J ADOLESCENT RES,SAGE PUBLICATIONS INC,0743-5584,1552-6895,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"2,104",2.2,Q2,0.68,21.38%
JOURNAL OF PSYCHOLOGY,J PSYCHOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0022-3980,1940-1019,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"4,448",2.2,Q2,0.68,12.62%
PSYCHOLOGICAL RESEARCH-PSYCHOLOGISCHE FORSCHUNG,PSYCHOL RES-PSYCH FO,SPRINGER HEIDELBERG,0340-0727,1430-2772,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"4,555",2.2,Q2,0.67,49.08%
BRAIN AND COGNITION,BRAIN COGNITION,ACADEMIC PRESS INC ELSEVIER SCIENCE,0278-2626,1090-2147,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"6,288",2.2,Q2,0.65,13.57%
Journal of Cognitive Engineering and Decision Making,J COGN ENG DECIS MAK,SAGE PUBLICATIONS INC,1555-3434,2169-5032,"PSYCHOLOGY, APPLIED",ESCI,585,2.2,Q2,0.65,23.08%
Current Developmental Disorders Reports,CURR DEV DISORD REP,SPRINGERNATURE,N/A,2196-2987,"PSYCHOLOGY, DEVELOPMENTAL",ESCI,678,2.2,Q2,0.62,18.84%
MEMORY,MEMORY,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0965-8211,1464-0686,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"4,617",2.2,Q2,0.62,18.81%
Journal of Personnel Psychology,J PERS PSYCHOL,HOGREFE PUBLISHING CORP,1866-5888,2190-5150,"PSYCHOLOGY, APPLIED",SSCI,851,2.2,Q2,0.54,21.05%
JOURNAL OF ORGANIZATIONAL BEHAVIOR MANAGEMENT,J ORGAN BEHAV MANAGE,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0160-8061,1540-8604,"PSYCHOLOGY, APPLIED",SSCI,621,2.2,Q2,0.52,6.78%
DEATH STUDIES,DEATH STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0748-1187,1091-7683,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"3,798",2.1,Q2,1.19,16.37%
Psychology of Popular Media,PSYCHOL POP MEDIA,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,2689-6567,2689-6575,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,528,2.1,Q2,1.03,0.48%
BRAIN AND LANGUAGE,BRAIN LANG,ACADEMIC PRESS INC ELSEVIER SCIENCE,0093-934X,1090-2155,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"5,986",2.1,Q2,0.99,15.24%
INTERNATIONAL JOURNAL OF STRESS MANAGEMENT,INT J STRESS MANAGE,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,1072-5245,1573-3424,"PSYCHOLOGY, APPLIED",SSCI,"2,235",2.1,Q3,0.95,0.94%
Early Education and Development,EARLY EDUC DEV,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1040-9289,1556-6935,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"3,608",2.1,Q3,0.93,11.88%
ARCHIVES OF CLINICAL NEUROPSYCHOLOGY,ARCH CLIN NEUROPSYCH,OXFORD UNIV PRESS,0887-6177,1873-5843,PSYCHOLOGY,SCIE,"5,446",2.1,Q2,0.83,17.27%
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,J EXP PSYCHOL HUMAN,AMER PSYCHOLOGICAL ASSOC,0096-1523,1939-1277,PSYCHOLOGY,SCIE,"10,125",2.1,Q2,0.8,5.63%
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,J EXP PSYCHOL HUMAN,AMER PSYCHOLOGICAL ASSOC,0096-1523,1939-1277,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"10,125",2.1,Q2,0.8,5.63%
Journal of Latinx Psychology,J LATINX PSYCHOL,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,2578-8086,2578-8094,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,210,2.1,Q3,0.8,4.11%
Journal of Latinx Psychology,J LATINX PSYCHOL,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,2578-8086,2578-8094,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,210,2.1,Q2,0.8,4.11%
EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT,EDUC PSYCHOL MEAS,SAGE PUBLICATIONS INC,0013-1644,1552-3888,"PSYCHOLOGY, MATHEMATICAL",SSCI,"11,555",2.1,Q2,0.78,23.53%
Cognitive Systems Research,COGN SYST RES,ELSEVIER,2214-4366,1389-0417,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,979",2.1,Q2,0.77,23.47%
CAREER DEVELOPMENT QUARTERLY,CAREER DEV Q,WILEY,0889-4019,2161-0045,"PSYCHOLOGY, APPLIED",SSCI,"1,446",2.1,Q3,0.71,16.67%
CONSCIOUSNESS AND COGNITION,CONSCIOUS COGN,ACADEMIC PRESS INC ELSEVIER SCIENCE,1053-8100,1090-2376,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"6,810",2.1,Q2,0.71,33.13%
DISCOURSE PROCESSES,DISCOURSE PROCESS,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0163-853X,1532-6950,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"2,185",2.1,Q2,0.71,32.08%
ACTA PSYCHOLOGICA,ACTA PSYCHOL,ELSEVIER,0001-6918,1873-6297,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"6,854",2.1,Q2,0.7,95.37%
APPLIED COGNITIVE PSYCHOLOGY,APPL COGNITIVE PSYCH,WILEY,0888-4080,1099-0720,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"5,262",2.1,Q2,0.68,45.03%
Affective Science,AFFECT SCI,SPRINGERNATURE,2662-2041,2662-205X,PSYCHOLOGY,ESCI,531,2.1,Q2,0.65,19.79%
Affective Science,AFFECT SCI,SPRINGERNATURE,2662-2041,2662-205X,"PSYCHOLOGY, EXPERIMENTAL",ESCI,531,2.1,Q2,0.65,19.79%
JOURNAL OF REPRODUCTIVE AND INFANT PSYCHOLOGY,J REPROD INFANT PSYC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0264-6838,1469-672X,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,884",2.1,Q2,0.65,15.71%
Journal of the Association for Consumer Research,J ASSOC CONSUM RES,UNIV CHICAGO PRESS,2378-1815,2378-1823,"PSYCHOLOGY, APPLIED",ESCI,852,2.1,Q3,0.65,0.76%
INFANT MENTAL HEALTH JOURNAL,INFANT MENT HEALTH J,WILEY,0163-9641,1097-0355,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"2,716",2.1,Q3,0.64,26.16%
JOURNAL OF COMMUNITY PSYCHOLOGY,J COMMUNITY PSYCHOL,WILEY,0090-4392,1520-6629,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"4,740",2,Q2,0.82,16.17%
INFANCY,INFANCY,WILEY,1525-0008,1532-7078,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"2,085",2,Q3,0.79,36.47%
JOURNAL OF EARLY ADOLESCENCE,J EARLY ADOLESCENCE,SAGE PUBLICATIONS INC,0272-4316,1552-5449,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"2,561",2,Q3,0.75,24.31%
Neuropsychologia,NEUROPSYCHOLOGIA,PERGAMON-ELSEVIER SCIENCE LTD,0028-3932,1873-3514,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"22,115",2,Q3,0.75,34.68%
JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,J SPORT EXERCISE PSY,HUMAN KINETICS PUBL INC,0895-2779,1543-2904,PSYCHOLOGY,SCIE,"4,325",2,Q2,0.73,0.95%
JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,J SPORT EXERCISE PSY,HUMAN KINETICS PUBL INC,0895-2779,1543-2904,"PSYCHOLOGY, APPLIED",SSCI,"4,325",2,Q3,0.73,0.95%
Zeitschrift fur Psychologie-Journal of Psychology,Z PSYCHOL,HOGREFE PUBLISHING CORP,2190-8370,2151-2604,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,242",2,Q2,0.72,59.49%
AUSTRALIAN PSYCHOLOGIST,AUST PSYCHOL,TAYLOR & FRANCIS LTD,0005-0067,1742-9544,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,753",2,Q2,0.63,26.56%
Ecopsychology,ECOPSYCHOLOGY,"MARY ANN LIEBERT, INC",1942-9347,1942-9347,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,743,2,Q2,0.58,7.92%
Journal of Neuropsychology,J NEUROPSYCHOL,WILEY,1748-6645,1748-6653,PSYCHOLOGY,SCIE,772,2,Q2,0.58,48.57%
Journal of Neuropsychology,J NEUROPSYCHOL,WILEY,1748-6645,1748-6653,"PSYCHOLOGY, EXPERIMENTAL",SSCI,772,2,Q3,0.58,48.57%
ERGONOMICS,ERGONOMICS,TAYLOR & FRANCIS LTD,0014-0139,1366-5847,PSYCHOLOGY,SCIE,"8,810",2,Q2,0.55,26.03%
ERGONOMICS,ERGONOMICS,TAYLOR & FRANCIS LTD,0014-0139,1366-5847,"PSYCHOLOGY, APPLIED",SSCI,"8,810",2,Q3,0.55,26.03%
Methodology-European Journal of Research Methods for the Behavioral and Social Sciences,METHODOLOGY-EUR,PSYCHOPEN,1614-1881,1614-2241,"PSYCHOLOGY, MATHEMATICAL",SSCI,"1,264",2,Q2,0.53,100%
COUNSELING PSYCHOLOGIST,COUNS PSYCHOL,SAGE PUBLICATIONS INC,0011-0000,1552-3861,"PSYCHOLOGY, APPLIED",SSCI,"3,789",1.9,Q3,0.95,5.97%
International Journal of Adolescence and Youth,INT J ADOLESC YOUTH,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0267-3843,2164-4527,"PSYCHOLOGY, DEVELOPMENTAL",ESCI,"1,386",1.9,Q3,0.95,98.51%
Translational Issues in Psychological Science,TRANSL ISS PSYCH SCI,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,2332-2136,2332-2179,PSYCHOLOGY,ESCI,932,1.9,Q3,0.83,2.75%
Translational Issues in Psychological Science,TRANSL ISS PSYCH SCI,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,2332-2136,2332-2179,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,932,1.9,Q2,0.83,2.75%
JOURNAL OF GENERAL PSYCHOLOGY,J GEN PSYCHOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0022-1309,1940-0888,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,587",1.9,Q2,0.78,1.54%
Mind Brain and Education,MIND BRAIN EDUC,WILEY,1751-2271,1751-228X,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"1,040",1.9,Q3,0.76,40%
Judgment and Decision Making,JUDGM DECIS MAK,CAMBRIDGE UNIV PRESS,1930-2975,1930-2975,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"2,997",1.9,Q2,0.74,26.49%
JOURNAL OF EDUCATIONAL AND BEHAVIORAL STATISTICS,J EDUC BEHAV STAT,SAGE PUBLICATIONS INC,1076-9986,1935-1054,"PSYCHOLOGY, MATHEMATICAL",SSCI,"2,816",1.9,Q3,0.69,22.83%
INFANT BEHAVIOR & DEVELOPMENT,INFANT BEHAV DEV,ELSEVIER SCIENCE INC,0163-6383,1879-0453,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"4,230",1.9,Q3,0.66,31.16%
European Journal of Developmental Psychology,EUR J DEV PSYCHOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1740-5629,1740-5610,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"1,816",1.9,Q3,0.61,22.14%
LEARNING & BEHAVIOR,LEARN BEHAV,SPRINGER,1543-4494,1543-4508,"PSYCHOLOGY, BIOLOGICAL",SSCI,"1,064",1.9,Q2,0.57,31.86%
LEARNING & BEHAVIOR,LEARN BEHAV,SPRINGER,1543-4494,1543-4508,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,064",1.9,Q3,0.57,31.86%
Psychology Learning and Teaching-PLAT,PSYCHOL LEARN TEACH-,SAGE PUBLICATIONS LTD,1475-7257,2057-3022,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,399,1.9,Q2,0.57,41.51%
Indian Journal of Psychological Medicine,INDIAN J PSYCHOL MED,SAGE PUBLICATIONS INC,0253-7176,0975-1564,PSYCHOLOGY,ESCI,"2,495",1.9,Q3,0.52,94.68%
SOUTH AFRICAN JOURNAL OF PSYCHOLOGY,S AFR J PSYCHOL,SAGE PUBLICATIONS LTD,0081-2463,2078-208X,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,148",1.9,Q2,0.45,40.35%
JOURNAL OF COLLEGE STUDENT PSYCHOTHERAPY,J COLL STUD PSYCH,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",8756-8225,1540-4730,"PSYCHOLOGY, APPLIED",ESCI,538,1.9,Q3,0.44,1.32%
MIND & LANGUAGE,MIND LANG,WILEY,0268-1064,1468-0017,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,984",1.8,Q3,0.91,30.43%
JOURNAL OF DEVELOPMENTAL AND BEHAVIORAL PEDIATRICS,J DEV BEHAV PEDIATR,LIPPINCOTT WILLIAMS & WILKINS,0196-206X,1536-7312,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"4,595",1.8,Q3,0.78,8.22%
JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY,J EXP CHILD PSYCHOL,ELSEVIER SCIENCE INC,0022-0965,1096-0457,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"8,330",1.8,Q3,0.73,35.19%
JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY,J EXP CHILD PSYCHOL,ELSEVIER SCIENCE INC,0022-0965,1096-0457,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"8,330",1.8,Q3,0.73,35.19%
Europes Journal of Psychology,EUR J PSYCHOL,PSYCHOPEN,1841-0413,1841-0413,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,"1,271",1.8,Q2,0.72,97.89%
Review of Philosophy and Psychology,REV PHILOS PSYCHOL,SPRINGER,1878-5158,1878-5166,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,"1,067",1.8,Q2,0.72,52.33%
CHILD CARE HEALTH AND DEVELOPMENT,CHILD CARE HLTH DEV,WILEY,0305-1862,1365-2214,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"4,817",1.8,Q3,0.71,34.10%
JOURNAL OF ADULT DEVELOPMENT,J ADULT DEV,SPRINGER/PLENUM PUBLISHERS,1068-0667,1573-3440,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"1,132",1.8,Q3,0.71,18.18%
ETHICS & BEHAVIOR,ETHICS BEHAV,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1050-8422,1532-7019,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,232",1.8,Q2,0.69,12.40%
SCANDINAVIAN JOURNAL OF PSYCHOLOGY,SCAND J PSYCHOL,WILEY,0036-5564,1467-9450,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"3,587",1.8,Q2,0.68,41.03%
DEVELOPMENTAL PSYCHOBIOLOGY,DEV PSYCHOBIOL,WILEY,0012-1630,1098-2302,PSYCHOLOGY,SCIE,"4,455",1.8,Q3,0.65,15.29%
JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,J CLIN EXP NEUROPSYC,TAYLOR & FRANCIS INC,1380-3395,1744-411X,PSYCHOLOGY,SCIE,"5,203",1.8,Q3,0.61,14.89%
COGNITIVE DEVELOPMENT,COGNITIVE DEV,ELSEVIER SCIENCE INC,0885-2014,1879-226X,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"2,892",1.8,Q3,0.6,24.69%
COGNITIVE DEVELOPMENT,COGNITIVE DEV,ELSEVIER SCIENCE INC,0885-2014,1879-226X,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"2,892",1.8,Q3,0.6,24.69%
JOURNAL OF BEHAVIORAL DECISION MAKING,J BEHAV DECIS MAKING,WILEY,0894-3257,1099-0771,"PSYCHOLOGY, APPLIED",SSCI,"3,207",1.8,Q3,0.56,42.28%
JOURNAL OF CLASSIFICATION,J CLASSIF,SPRINGER,0176-4268,1432-1343,"PSYCHOLOGY, MATHEMATICAL",SSCI,"1,998",1.8,Q3,0.54,33.33%
SUBSTANCE USE & MISUSE,SUBST USE MISUSE,TAYLOR & FRANCIS INC,1082-6084,1532-2491,PSYCHOLOGY,SCIE,"5,483",1.8,Q3,0.53,8.99%
Multisensory Research,MULTISENS RES,BRILL,2213-4794,2213-4808,PSYCHOLOGY,SCIE,697,1.8,Q3,0.52,25.29%
Multisensory Research,MULTISENS RES,BRILL,2213-4794,2213-4808,"PSYCHOLOGY, EXPERIMENTAL",SSCI,697,1.8,Q3,0.52,25.29%
Clinical Child Psychology and Psychiatry,CLIN CHILD PSYCHOL P,SAGE PUBLICATIONS INC,1359-1045,1461-7021,PSYCHOLOGY,SCIE,"1,986",1.8,Q3,0.51,22.59%
Clinical Child Psychology and Psychiatry,CLIN CHILD PSYCHOL P,SAGE PUBLICATIONS INC,1359-1045,1461-7021,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"1,986",1.8,Q3,0.51,22.59%
ECOLOGICAL PSYCHOLOGY,ECOL PSYCHOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1040-7413,1532-6969,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,080",1.8,Q3,0.51,32%
HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL,HUM PSYCHOPHARM CLIN,WILEY,0885-6222,1099-1077,PSYCHOLOGY,SCIE,"1,866",1.8,Q3,0.5,27.47%
International Journal for the Psychology of Religion,INT J PSYCHOL RELIG,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1050-8619,1532-7582,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,949,1.7,Q2,2.58,18%
JOURNAL OF EMOTIONAL AND BEHAVIORAL DISORDERS,J EMOT BEHAV DISORD,SAGE PUBLICATIONS INC,1063-4266,1538-4799,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,088",1.7,Q2,0.96,8.96%
JOURNAL OF CHILD LANGUAGE,J CHILD LANG,CAMBRIDGE UNIV PRESS,0305-0009,1469-7602,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"3,519",1.7,Q3,0.87,51.79%
JOURNAL OF CHILD LANGUAGE,J CHILD LANG,CAMBRIDGE UNIV PRESS,0305-0009,1469-7602,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"3,519",1.7,Q3,0.87,51.79%
MOTIVATION AND EMOTION,MOTIV EMOTION,SPRINGER/PLENUM PUBLISHERS,0146-7239,1573-6644,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"5,527",1.7,Q3,0.85,32.09%
Journal of Media Psychology-Theories Methods and Applications,J MEDIA PSYCHOL-GER,HOGREFE PUBLISHING CORP,1864-1105,2151-2388,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,735,1.7,Q2,0.81,11.11%
International Journal for Educational and Vocational Guidance,INT J EDUC VOCAT GUI,SPRINGER,1873-0388,1573-1782,"PSYCHOLOGY, APPLIED",SSCI,659,1.7,Q3,0.77,30.43%
Applied Developmental Science,APPL DEV SCI,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1088-8691,1532-480X,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"1,683",1.7,Q3,0.76,14.29%
Crisis-The Journal of Crisis Intervention and Suicide Prevention,CRISIS,HOGREFE PUBLISHING CORP,0227-5910,2151-2396,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"2,264",1.7,Q2,0.72,16.34%
VISUAL COGNITION,VIS COGN,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1350-6285,1464-0716,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"2,229",1.7,Q3,0.69,24.82%
European Journal of Psychology Open,EUR J PSYCHOL OPEN,HOGREFE AG-HOGREFE AG SUISSE,2673-8627,2673-8627,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,46,1.7,Q2,0.63,97.73%
PSYCHOLOGICAL REPORTS,PSYCHOL REP,SAGE PUBLICATIONS INC,0033-2941,1558-691X,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"8,090",1.7,Q2,0.62,13.83%
NEUROPSYCHOLOGICAL REHABILITATION,NEUROPSYCHOL REHABIL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0960-2011,1464-0694,PSYCHOLOGY,SCIE,"2,909",1.7,Q3,0.61,29.09%
Psicologia Educativa,PSICOL EDUC,COLEGIO OFICIAL PSICOLOGOS MADRID,1135-755X,2174-0526,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,374,1.7,Q2,0.61,98.44%
Attention Perception & Psychophysics,ATTEN PERCEPT PSYCHO,SPRINGER,1943-3921,1943-393X,PSYCHOLOGY,SCIE,"5,594",1.7,Q3,0.59,41.72%
Attention Perception & Psychophysics,ATTEN PERCEPT PSYCHO,SPRINGER,1943-3921,1943-393X,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"5,594",1.7,Q3,0.59,41.72%
CHILD & YOUTH CARE FORUM,CHILD YOUTH CARE FOR,SPRINGER,1053-1890,1573-3319,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"1,433",1.7,Q3,0.56,24.61%
JOURNAL OF GENETIC PSYCHOLOGY,J GENET PSYCHOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0022-1325,1940-0896,PSYCHOLOGY,SCIE,"1,437",1.7,Q3,0.52,3.20%
JOURNAL OF GENETIC PSYCHOLOGY,J GENET PSYCHOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0022-1325,1940-0896,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"1,437",1.7,Q3,0.52,3.20%
JOURNAL OF GENETIC PSYCHOLOGY,J GENET PSYCHOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0022-1325,1940-0896,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,437",1.7,Q2,0.52,3.20%
